id_municipio_endereco,qtd_vacinados,qtd_primeira_dose,qtd_segunda_dose
5215207,12119,5667,5202
3126802,18827,9216,8034
2105948,24082,11757,10851
4110953,44014,21108,19539
3119807,14670,6545,6230
2108108,37404,19046,15869
4122909,18662,8737,8293
3139003,116240,56974,51025
4318507,80619,38618,36083
3170438,15752,7405,7027
1716653,11150,5571,4903
3167301,11118,5141,4955
4315206,18987,8306,8078
5212055,8346,3861,3661
1503002,26319,12915,11766
2600401,75268,37750,32725
4122107,13829,6366,6017
2612406,59540,28755,25330
3156502,11902,6427,4808
2104107,33056,16467,14286
2414001,37589,18092,16323
2615201,34411,15710,14401
4211256,12086,5593,5360
1303700,15996,10507,5142
1701903,13702,6897,5903
1505494,10384,5691,4276
3102605,168262,77716,75231
5218003,141253,68531,62739
2500700,65611,29996,28517
4125100,47927,23306,21796
3539301,348488,151638,169848
4308607,128787,59109,56746
4321451,111662,53242,49507
2929206,123332,60717,53887
2304707,160624,78346,71658
3546702,98748,43288,48927
3552551,15393,7615,6867
4217501,68282,32033,30472
3550605,360051,168629,164343
2102705,38551,19269,16528
3153509,32583,15644,13980
1504802,148733,78447,64540
4114005,47540,21993,21037
3304128,39240,20212,17411
2918902,16305,7935,6716
2913507,37233,20254,16156
2204600,12644,6160,5711
3121308,18280,8697,8051
4107801,23858,10511,10223
2933455,26916,14785,11757
3300803,135804,71516,57314
3305703,48404,23363,21245
2804201,39720,19738,17218
3205101,199430,93335,83943
3537206,48089,21783,21940
5214606,133341,62994,58317
4311791,12712,5569,5411
4300455,16885,7358,6910
4323408,20849,9078,8785
1302207,18499,9786,7917
2202133,12240,6550,5647
2921203,85040,41803,37151
2308377,39428,20575,16932
2410108,20262,10293,8481
2401206,36266,18171,15707
2412559,26220,13199,11622
2404408,24227,11995,10735
2930907,37263,18557,15366
3134608,56876,28734,25654
4112504,43855,20298,19162
3535309,107060,44600,51302
3122801,13037,5568,5357
5107305,44961,23196,19851
4128658,17643,8118,7696
2929750,33600,17229,14997
2105203,26350,12722,11671
3515129,19583,7800,9467
3158102,16115,7615,6872
1703107,11705,5972,5087
2607604,48881,24407,20270
2300903,32427,17648,13488
3109303,49632,27641,20504
2918803,30169,19786,10248
2513943,9682,4399,3976
4118451,20839,9641,9119
3159407,14528,6565,6337
3129608,23663,11556,10348
3549607,13509,5853,6347
4322558,8298,3740,3597
2504157,24402,11642,10661
2501153,6734,3034,2918
3147956,9662,5299,3906
3126307,16159,6871,6705
2108900,47501,23784,21331
2305506,220604,116279,93394
2515104,33383,16221,14402
3536505,457502,197960,231989
2616308,92764,43605,40271
3529005,999889,442837,470562
4306767,118657,56819,51221
2607703,52873,23729,22180
2924801,56676,27317,24968
1721257,4493,2218,1952
5002704,3376560,1472998,1329202
5006358,41658,18556,17086
3518305,159570,68559,80937
2702801,32874,16759,14175
2611804,121771,59991,53424
2606606,82435,39120,35700
5212204,68850,34110,29674
4110607,46809,22209,20270
5006903,41756,19181,17885
4101804,537540,260739,241360
1100189,103066,49569,45409
1100015,68507,32883,30027
2201051,19256,9575,8739
2919553,143220,81945,58695
4309407,97753,44620,42090
3535002,50403,21747,24189
3517307,26451,12095,12880
2100600,58681,30509,24363
2209401,18746,8763,8393
2804508,98488,48321,44175
2802106,158894,86626,67267
3145901,153707,71318,70789
2918605,32763,14815,13963
2921807,51529,23096,22712
2911501,17010,8511,7368
2203271,10519,5534,4690
4311809,153501,71496,68988
4312807,20630,9439,8810
4322707,93080,43331,40638
2209351,14429,6540,6544
2102200,64666,32684,27344
4206652,23493,11216,10354
4210704,9286,4466,4220
2925402,21311,10790,9049
2406502,70851,34637,30696
2404200,88505,44168,38998
2413904,30537,14919,13280
4123857,31628,15529,14129
3135407,25897,11894,11454
4321857,19517,8617,8126
5200050,46285,23043,20264
5212907,9609,4549,4090
2105401,167558,81296,71388
3534500,14058,5867,6379
3168903,27874,12900,12217
3507803,99093,41284,49676
5107792,10253,5292,4611
3520202,44463,19446,22065
3557154,12285,5303,5729
3125903,40647,18885,17682
2101772,19897,10226,8265
4211058,27168,13383,11857
3146404,20730,9386,9096
3165305,31346,14176,13598
4113759,22400,10439,9903
2402907,17789,7850,8251
2605103,120836,58504,51743
3120706,18735,8703,8298
4124707,36826,16987,16058
4305934,7019,2985,2912
3533601,29714,12904,14235
3150109,11635,5425,5115
2206001,14959,7113,6691
4213351,10703,5296,4781
4112306,18752,8898,8237
4300646,26691,12435,11665
3533106,16026,7260,7191
3167905,18337,8118,8161
2313252,9071,5143,3720
4318614,9204,4220,4071
2109908,219957,109541,97824
2100808,28760,15564,11646
4123501,88630,40980,38668
3141108,148795,68772,64485
3160702,153087,73206,66683
4128104,356695,168818,155180
3549102,396028,166961,192483
2606002,442458,211288,197200
2919207,661463,331065,286339
2606408,226844,110413,97516
2108058,39488,20171,17243
4202305,198295,97381,87907
4213500,57649,28549,25428
3554508,201086,88479,101431
2112902,64296,33145,27917
4304309,28679,12199,11724
3172004,123774,60409,55073
1505106,151693,73242,66084
1506500,125052,66771,53758
2707701,221347,113217,96068
2509800,22369,11764,9455
3503406,38762,16215,19180
2208007,282329,131237,121199
2209971,25021,12575,11528
3534302,163432,69815,80650
3553203,37150,15601,18101
3136009,47895,22403,20873
5106505,90042,43917,38336
1303569,64013,32825,26756
2201606,35466,16315,15854
1200385,30592,15617,13388
2807600,36172,18278,17433
4128500,74786,34928,32753
2923308,29215,14622,12532
3537107,190479,86032,89512
5209101,135696,64697,57583
5213004,29509,15026,12865
4305603,15620,6553,6207
2207850,13185,6136,5773
2909901,75733,38424,31628
2308500,111508,55084,47279
2304350,73119,35407,31089
2414100,39114,17837,16992
2706604,20310,10185,8784
3131901,205176,96895,90567
3107505,28862,13496,12880
3128253,19688,9262,8841
3170909,52442,27127,22175
3160959,17500,8406,7730
3113503,34356,16562,15225
4305371,12065,5252,5022
5219712,14788,7111,6337
3112208,17029,8630,7879
4107751,29111,13980,12937
4112801,40959,19453,17787
3539707,13028,5624,6284
5108204,13797,6189,5990
2707800,17001,8724,7535
2106326,29559,15183,12194
4208609,17459,7948,7550
4212007,27443,12981,12370
1710904,9496,4598,4010
1703909,8648,4666,3664
2801009,44769,23214,18433
5202502,23329,12241,10040
3136405,15731,7098,6563
2922755,22856,11906,10189
5215256,9705,4791,4280
3119500,33042,14651,14876
5106208,14401,6894,6500
4113254,12346,6446,5491
2508109,16031,7663,7200
4306932,33564,15260,14069
4127882,15193,7957,6880
2513851,14309,7381,5125
4108551,15504,6911,6556
3120102,16287,7236,6780
4204459,9736,4228,4153
3549201,15107,6751,6971
1400704,8080,4674,3342
3142304,16552,8501,6792
3160108,16492,7769,7156
4300661,6567,2757,2634
4314787,8305,3541,3470
2100055,235941,122257,100635
2111532,22390,11612,9640
2402105,31384,14425,13870
3136652,100959,50113,44077
3133808,291076,139295,125166
2312700,95109,43291,41182
2306009,42954,21125,17988
4118501,329011,156310,144323
2909802,144754,78001,61721
2932200,61854,30510,26671
3522109,327052,147617,155939
2901304,38868,19580,17297
3525300,549904,245876,261308
4203808,172957,86156,75027
1707009,53107,25992,23246
2103406,131350,63940,57159
3115458,19130,9902,8288
3145208,266312,137452,121667
2503209,239189,113255,104974
2913200,73425,37421,30601
5208905,90201,41456,38131
5002209,73954,35082,31800
5211909,335136,160367,146866
3526001,106539,43588,54239
2913606,382188,200761,164949
2515609,12163,5525,5162
1504976,29572,15972,12531
1500602,271037,139068,115861
3116308,22982,10260,9804
3134400,134992,64255,61006
2920205,27123,15151,11125
2602209,122113,58786,52753
2611002,87202,45627,36841
2211407,12942,6235,5850
4113403,16642,7366,7008
1302801,24262,12025,10213
2502508,48659,25401,20345
3200805,102930,46405,42743
2910404,57386,27979,25600
3536307,54170,23670,26434
2915700,15624,8548,6788
3532157,27562,12635,13363
4322301,43605,17908,17607
4314134,10901,4566,4496
4320578,9610,3971,3888
4319752,10537,4660,4535
4215406,16279,7737,7249
4207205,35035,16339,15366
4218608,26528,12171,11562
4216404,30190,14000,13218
2904704,47934,23204,20175
2902658,51200,22677,21720
2310902,64962,29382,27311
3523602,57711,25161,28659
3557303,39036,16957,19890
2412807,25717,11931,11314
2407005,33177,15460,14507
2705002,57260,29430,24430
5207105,9552,4361,4149
4309803,22698,9897,9566
4106407,171823,77645,73290
4100103,27188,12404,11917
4120101,14549,6978,6543
2109403,28324,14553,12386
3139201,60982,29071,26930
3553658,15602,5871,8477
2103703,89578,44762,39522
2929354,17839,9569,7382
2614808,64427,29654,26808
3153707,14284,6202,5907
4321352,19998,8993,8548
4123709,32174,14576,13886
4205209,19032,8523,8216
3163300,12401,5857,5374
3103306,10890,4627,4549
3531001,12990,5291,6342
2705309,17369,8478,7798
2502201,9728,4940,4359
4313359,17306,7491,7308
1720937,6302,2789,2634
2915353,29890,15121,13338
2902203,29681,14676,13080
4306320,11515,5086,4826
1715101,6401,3348,2598
3136702,1684686,784958,693138
5003702,739222,346686,320707
1702901,21946,11618,9409
1712504,10390,5345,4450
2406106,56923,27257,24548
2301851,50002,25188,21775
2312403,174865,86081,76868
4316907,895378,416893,387276
3302700,491416,240608,215181
4105409,79058,37061,34675
4108304,874201,429564,393619
2611101,899583,450979,387896
3537602,224320,106171,102416
2313500,119014,61702,52909
2100204,66533,30201,27289
3505500,503493,212861,243296
3135050,83016,43673,35955
3142106,32605,15542,14521
4219705,102730,49267,45680
5208103,14229,7299,6524
3150570,21686,10432,9339
2509701,138443,62064,58328
2503506,58235,27218,25322
2514404,16846,7849,7213
2201507,62183,30928,27585
4304705,259432,116944,108457
1501725,37980,19302,16619
4122404,237523,112387,103695
3500501,74493,35502,34022
5206305,9086,4798,3920
3522158,15373,6653,7062
3522208,623324,288383,307971
2508505,24107,12221,10533
5000203,43016,20837,18784
3111150,11349,5786,4791
1200393,17219,9182,7529
2807303,8524,4188,3666
3201407,146700,65230,61472
3534203,37540,16636,18366
5210802,19874,9073,8699
2205276,16023,7999,7140
4300307,27795,12143,11738
4312153,19815,8947,8638
4204400,37279,16928,16197
3556008,69503,27757,34577
2401701,28265,13648,12501
2930600,39909,19392,17397
4109708,100583,49087,44209
3160504,5489,2688,2399
3160207,11259,5923,5110
3504909,37514,16806,17933
3107901,41717,20391,18414
4311106,54300,23338,22534
5214903,9596,4460,4138
5209606,14371,6751,6296
5106778,28791,13970,12244
5107180,23129,11595,10155
5106216,32777,16216,15015
2801504,34741,18366,14704
2703502,16515,8110,7227
2104081,15513,7981,6719
4207650,38460,17293,16873
3171709,28105,13980,12392
3100302,41660,19898,18040
4321956,27290,12582,11814
3202108,80066,37491,33456
4308102,54039,25050,23687
2601052,43008,22570,18459
5000906,28844,13248,12629
3203502,77213,35699,32248
2609303,46414,22793,19628
2606903,44201,20182,18644
3543204,22578,9236,11478
2902252,16996,9183,6898
5106315,5034,2514,2214
1703867,10172,5134,4437
4215307,25540,12448,11103
4320453,10366,4448,4377
4309753,16575,7562,7263
3136520,13802,6699,6156
2509339,14890,7043,6509
4309555,18914,8776,8305
4109104,9523,4226,4030
1703206,11390,5482,5008
3126604,33360,16311,15110
3529658,11838,4918,5654
1718402,8159,4068,3406
2205540,7808,3768,3536
2203859,8944,4429,3732
3138203,313416,157056,136390
3124906,35200,16419,14943
3514007,34895,15997,17149
3171600,35876,17291,15707
3543402,3054807,1336743,1435831
5106802,17735,8205,7642
1300607,68207,35192,28843
3527108,317609,136311,151129
1720853,5604,2649,2451
1501451,49941,24550,21425
2603454,407843,202828,173924
2301901,188318,96141,80760
3300506,108042,51542,47904
2110500,90911,45101,40211
2112704,37629,22579,15183
4207304,156072,78590,68500
1101757,19410,9192,8553
3113008,39504,21385,16170
4320909,97113,43487,41183
3164704,138925,73359,56744
2925808,73503,35651,31550
4300109,61847,28209,26561
5218300,96816,48738,43407
2205557,22582,11180,9877
3134707,34752,17219,15001
4306072,11135,4865,4613
1503093,49610,26724,21677
2901106,66038,33545,28897
1706100,15240,7264,6410
2802809,38510,19647,16992
3203106,46663,20598,19061
3548054,29894,12967,14713
2914307,31119,15986,13646
1303205,27320,14523,11575
3532058,18879,7850,9576
5201306,71972,33356,31227
3125952,39706,18780,17582
2202406,35231,17187,15907
2201309,7858,3853,3475
4313904,142871,68339,64513
4320677,32914,14885,14258
3100906,52913,27508,23066
4218004,113269,58191,50244
2917359,32364,15687,14349
2933158,37044,19117,15467
2304905,39950,19636,16056
2312007,87643,43235,37554
3124302,81762,40879,35508
3132305,28469,14537,12195
3104007,242973,128905,106994
4309126,9376,4342,3946
5219407,14042,6764,6217
3500204,24900,10304,11706
2202729,16523,8205,7572
3102050,18187,8814,8060
3161502,32626,15069,14474
1506708,41060,23000,17009
4115309,23919,11127,10440
3114501,61707,29553,26784
2106003,35514,17426,15438
5103106,14011,6823,5985
2508802,20790,9749,8688
2502409,26840,13800,11862
4120408,16905,8029,7491
5105580,23969,12250,10404
2603702,61276,30907,26946
2929008,42650,20125,18743
4217907,35224,15914,15402
4215752,10670,4884,4707
2404804,8476,3875,3715
2407252,12864,6030,5627
3161403,19778,8999,8581
2304301,74889,35151,32750
3556354,46224,20940,21582
1720200,16047,8192,6904
2310407,36761,17725,15694
2403756,9533,4563,4237
3151305,38842,18965,16920
2604908,44420,21482,19686
4119004,21385,10093,9456
3115003,11686,5364,5102
2304806,14033,8034,5503
4320305,23182,10098,9730
2301802,26001,12672,10352
2502300,19988,8918,8365
1713601,12306,5855,5371
3125507,12786,5781,5512
3156205,9954,4387,4247
2515203,13664,6140,5872
5105309,5329,2492,2194
4116000,8363,3654,3530
1703883,6657,3358,2880
3168200,12077,5602,4976
3154606,773877,399944,335930
2504009,1096078,558416,457435
3526803,251818,112551,121225
4309100,145176,69275,63450
2600500,123367,59728,54144
3548203,31969,13911,16010
2920502,92448,44195,40407
1501204,56578,32153,24330
3157104,18499,9080,7805
4205902,242854,122253,111029
5006002,64272,31435,28980
4215679,25681,12175,11624
2211100,95258,51556,40415
5216304,31806,14774,13881
1501782,83656,44248,35358
1501907,69421,35112,31004
3520426,75925,31631,38447
2906303,46464,26374,19070
2103752,29156,14490,12524
2911709,283903,136895,121953
5004809,26016,10861,10279
2804102,35489,16934,15575
2515930,16603,7755,7185
3204609,94953,41708,39549
2605004,59202,31918,25894
3517208,47251,20828,23514
5221700,53166,25005,22767
2200608,20774,9701,9118
2202505,28371,14419,12535
2210631,10425,5163,4802
4208708,38615,18032,16996
2400901,22873,10534,10275
2409100,34116,16081,15163
2702504,29361,14704,12651
2702553,40833,20922,18110
3137106,29937,13275,12518
3113206,75402,39093,33574
3142601,29207,14264,12659
3502309,23473,10403,11198
4314456,13659,5857,5571
4319307,25828,11180,10755
5217203,44555,19935,18337
5220157,15728,8016,6857
2207306,15416,7354,6765
4101200,71517,33205,31326
2916104,50840,26123,21490
5107743,4295,2303,1898
5104542,15465,7734,6860
4209706,29821,14564,13471
2110906,27712,13744,12482
4215059,9195,4298,4091
3106903,55352,24882,23669
2308203,55055,27273,22564
3102506,17146,8231,7475
3203809,55458,24535,22770
5106455,9569,4697,4178
2916609,23284,11302,10106
5219357,13304,6407,5684
2602506,29616,13992,12614
2609402,162207,78898,70519
3201803,18362,8455,7847
4310413,7220,3282,3049
2502706,17218,8142,7433
3548302,13207,5984,5943
2916302,27096,13605,11662
2404101,6174,3138,2718
4316758,28682,12862,12246
2304954,35777,19896,14019
2517209,14924,7034,6337
3122504,18529,8450,7858
1711951,6251,3352,2595
1718709,6545,3253,2877
4323358,9588,4254,4112
3156908,97473,46323,43446
4314076,26653,11809,11447
3132404,354056,164507,155372
2301307,67488,33829,29190
1200708,28362,14603,12006
3301850,166491,80828,72099
4312500,52861,23354,22398
2610905,179253,89653,79034
3548104,27600,11417,13868
5100102,20820,9775,9080
2107803,90335,43026,39691
2105153,34518,16853,14832
3122900,18296,9192,8030
3549706,263871,116918,123327
2205508,108529,54239,47857
5207535,20881,9605,8922
1502004,43173,22429,19419
5002951,116889,56179,52668
3105707,22677,10407,10101
3552007,22597,9525,11004
3542909,52450,24213,23181
1600600,191256,99732,80402
2806206,47915,24002,20843
2516300,73724,33312,31907
3202900,47907,21234,19675
2932507,70543,39353,28599
1302009,22514,11477,9577
3552700,67526,29344,32746
5207501,13326,6138,5812
5208509,19641,9118,8621
2206100,24224,12769,10578
3303104,35212,18386,14654
4320206,42806,19507,18233
4124509,20427,9688,9155
2400505,76093,37545,32369
2411106,12339,5821,5456
2510006,27212,12804,11648
2603009,103019,47840,42978
3153103,22022,9923,9073
3112703,33604,17624,15110
2101970,15879,8155,6622
3545407,35225,16164,16730
3121605,163452,77650,70186
3532504,47113,19248,22557
3129103,22423,10216,9627
4106308,57345,26956,25421
3154804,33445,15830,14785
2104404,35421,17423,15684
3523503,79680,35936,39485
5105101,88201,44914,39106
4212205,65098,31716,29661
2926509,51600,24795,22334
2921609,26996,13170,11707
2101731,13518,7864,5548
4126504,52674,25022,23296
4110904,12702,6091,5690
3102852,20331,10294,9002
4319208,20777,9481,8988
4305975,13733,6109,5885
3166501,12321,6184,5271
1713304,30875,15542,13283
1707405,18399,8965,7524
2806602,18485,10689,7190
2500536,18565,8887,8028
1507508,14286,8295,5712
5220280,8954,4423,3929
5220264,15100,7045,6537
4306130,8130,3419,3294
3159506,16965,8596,7395
2605400,66444,31650,28638
2907004,30006,14704,13283
2925253,43843,24182,17885
2516755,8260,4295,3498
3507209,4055,1748,2006
4128625,10904,5357,4735
2922805,20271,10135,8811
2505303,8395,3795,3672
3554656,14114,6069,6930
3105608,498737,226281,214293
2107100,27511,15375,12070
2401008,144996,67109,65047
3137502,69841,32505,30315
1714302,12388,6073,5317
4104709,52165,24471,23037
3545209,440671,198629,210745
2901601,44067,20755,18588
3140001,232215,108463,103504
3511102,532377,230216,252000
3522802,68691,29640,34055
2925204,123736,59638,55001
2307700,194820,110746,67240
2302602,139554,71641,62087
3133907,23006,10900,10214
2107605,40071,20196,17567
2510907,39550,19187,16887
4316956,23554,10553,10270
2313401,179185,96778,74998
5106422,65835,34276,28734
3539509,162122,70956,78350
2500809,55182,26676,24330
2205953,18831,9579,8321
4122305,115538,56479,52120
3301157,30927,15895,13225
3527306,227276,101241,114510
2708907,34933,17408,15232
3202454,83737,38705,35814
2203354,19080,9135,8667
2900702,442410,223010,190291
2916401,169190,84940,73499
4102406,123430,57150,54550
3205010,80770,39324,34240
2931509,69216,34974,30275
2207355,12300,5679,5194
4300208,28466,12726,12053
4317103,284069,131024,120651
1500347,31200,15959,13815
2205524,15375,7372,6570
3302106,73945,35191,31405
3533403,215556,95712,107620
4100459,14965,7087,6594
2911659,33568,15590,15023
2921401,41208,19979,17887
2904753,53176,28187,23272
3550506,43761,19065,21230
5213053,7684,3552,3378
3533254,17501,7898,8243
4311270,8819,3686,3611
3504800,50022,20863,24999
4205456,95848,46761,43475
2307635,59012,28212,24351
3503109,29551,12678,14819
2409332,15041,7324,6521
2401107,78562,38502,34397
2704005,51914,27958,21332
3519105,55596,23736,27471
5205471,37168,18879,16688
5211305,20601,9657,9080
3110202,20137,9723,8803
5105507,39805,21035,16941
3515301,13257,5508,6436
2103109,32808,14623,13931
4108700,19654,9561,8706
4322103,28092,11981,11652
3109501,49680,22584,21157
2302503,162673,79133,73886
2310100,60689,32373,25305
2801603,18619,8885,8082
5205208,19142,9300,8155
5214804,9162,4158,3964
2612554,35914,18482,15220
3518859,34428,14889,17308
2807501,30455,15643,13613
4301800,21031,9429,9024
2917334,34931,16767,15572
2501534,17280,8216,7413
5101852,15205,7654,6681
3164209,21850,10578,9410
5105234,14214,7182,6443
5200159,6920,3675,2884
3520608,24148,10410,12030
2607950,32503,15836,14403
4316436,10960,4881,4759
4313334,9495,4246,4105
3304557,26749809,11993629,11281557
1717206,8744,4824,3501
2307403,63689,32966,27697
3505203,135137,57721,65136
3512803,249609,116653,120793
2606200,226981,112929,96697
2908903,69183,34304,30313
2904100,41907,23551,17716
2602605,110876,55702,46653
2604155,37888,19742,15959
2306108,80630,39363,34216
3302908,127640,56938,54075
2510600,13443,5957,5565
1100288,147785,72703,64809
2103802,57353,27341,24678
3518404,535110,238520,259003
4312104,21036,9314,8962
4303004,330713,148302,140813
5100300,50926,24470,22340
4301503,28147,12286,11838
4127106,261108,125709,115537
2900355,48799,22342,21634
4312385,11945,5196,5044
3145802,12810,6225,5408
2914653,70661,36763,30173
5002001,40608,17667,17246
3531100,126444,59406,57119
2205409,42745,21537,18955
4102000,116636,54560,50782
1301100,50597,26144,21800
2802403,31910,16023,14371
2508406,10710,5134,4752
2909505,17123,9057,6908
3551900,62066,26928,30551
4101309,25396,12143,11431
2926608,200840,94699,88779
2931905,155706,76466,67840
2921302,26712,14361,11216
3519402,61315,27174,27604
3303005,77050,38704,32892
4303103,462344,215208,200269
4303707,29567,12217,11878
2311009,45560,21744,19569
2409803,34213,16911,14590
2414159,14893,7694,6227
2400802,35026,17074,15065
4126702,18791,8839,8403
3557204,52803,22568,26639
3147402,97131,45528,42750
5205901,31580,14619,13702
3169059,19089,8472,8342
3108602,87826,44505,36768
3108909,65258,28986,29060
3134905,85082,40686,38156
3117306,101517,48636,45173
3162203,32985,15262,14617
3528700,18442,7865,8956
2204352,20851,9950,9336
2511905,35754,19007,15006
4217550,14276,6213,6138
3542503,67851,33835,31035
3542107,49674,23213,23641
3524501,42783,18908,20709
3511904,33962,14037,17494
2613008,159274,74498,69207
3501152,87951,41280,42088
1707306,10674,5179,4443
3168309,15807,7501,7045
4214300,13234,6385,5748
4127957,24967,11591,10828
2926657,14518,7475,6448
4111407,45552,21607,20164
3164506,26996,13033,11962
2605459,12075,5055,4806
2313559,27193,16489,9922
4203402,27988,13008,12322
4323507,11842,5336,5106
2505808,12333,5984,5318
3101409,11388,5416,4831
3102902,45335,21449,19783
4106902,7104988,3208091,3070521
4110409,17330,8197,7592
2311900,41280,20059,17479
3157807,589068,290500,256412
1200500,71913,37489,31363
3160405,96658,45199,41761
4109807,178212,83888,79134
3515186,170736,74042,79873
2515302,136941,66997,58565
4209102,1759245,856969,798847
5104104,72355,36700,31424
2603207,70936,35663,30759
2925956,75238,35909,33231
2602803,142778,67606,62060
2304004,40317,23322,15170
3158003,35637,16576,15545
1711100,6838,3281,2908
2510808,348047,165599,150473
3540804,88897,39257,42673
2309458,91149,43280,38074
2501609,47148,22195,20309
5206206,169386,84488,74924
1505064,63739,37592,25619
1504208,487979,274595,194451
4121208,70156,33413,31544
3528205,23834,10011,11367
3303856,94031,45316,41304
1500958,51136,26828,22755
5215702,103105,50389,46391
2931004,41642,21440,16639
2927200,103660,48961,44387
2901007,137921,65598,60259
2209609,10055,4655,4306
2922102,61897,29349,27143
3542701,43227,17658,23064
2805505,66476,33961,29067
2910776,19861,9349,8483
3505005,17869,7762,8531
2203255,12557,6248,5505
2203420,15167,7361,6957
2205458,12744,6610,5698
4311122,17137,7649,7255
4206009,56349,27556,25130
2312601,29834,15731,13435
2405801,90132,44885,39220
2924678,17967,9411,7620
4300505,30219,13573,12911
3116001,19895,9143,8502
1505700,65319,32085,27796
4119202,26473,12684,11554
3100203,92797,41983,39077
3146503,37421,16753,16247
5107297,10480,4924,4587
2511608,21567,10856,9268
3162575,15467,7475,6560
3554904,26121,10806,12545
3555802,49534,21460,23253
2414209,29437,15305,12416
3148509,19355,10020,8074
5215801,10347,4621,4444
3123858,18620,8538,8054
1505908,56380,29247,24222
5214705,9624,4403,4066
2104602,34089,16213,14288
4124905,21193,10230,9335
3167707,17596,8614,7704
2210201,19546,9825,8770
2210656,23136,11416,10344
2401602,11171,5604,4729
2202737,14093,6832,6198
1711506,9763,4882,4337
5221304,9780,4542,4182
3150158,26773,13290,11610
3525854,14795,6867,7047
3110806,12309,5817,5306
2111300,3700718,1760324,1645212
2103000,496441,243347,214775
4317905,65261,29048,28142
5212303,25142,12029,10879
3522307,755385,344114,356250
3302403,548671,284735,222912
3513405,344006,160945,159743
3542602,233228,108138,108617
2600054,259757,128943,113735
3517901,40758,18041,19416
3507308,17048,7248,8166
2909703,49171,24579,20846
2613107,96607,51368,42495
2508604,33777,17337,14396
2512309,77178,35299,34119
3528809,57174,24695,27866
2604205,88950,43531,37455
2203305,45054,23726,19657
2203503,44196,21037,20148
5211503,375374,176124,163351
5200308,87863,43864,37557
1500206,81269,46303,34098
1508100,228796,120092,101584
4107504,46994,21683,20328
4120804,97105,46787,44090
4118204,545786,260515,243759
3305604,82623,39467,36402
3523404,489447,216918,235971
4203204,204269,103191,91059
3106655,19445,8765,8287
2605202,149852,76794,64260
1503903,123230,63600,54582
3523008,21684,8928,10968
2209500,14982,6870,6588
2912400,61773,28264,26872
2801405,50414,27078,21255
2802502,10584,4807,4498
2513802,20980,10144,9246
2511202,72841,37482,31496
3205036,78357,34295,31826
4128005,88116,41991,38361
3530201,75086,33053,35623
3527405,91327,39003,44142
4204558,44175,21257,19874
4316428,10864,4732,4583
4213401,31934,15504,14116
2412609,52696,25797,22986
2409704,16660,7908,7123
2401859,15192,7446,6641
3157005,97585,50283,42436
3131802,43381,19632,17906
3169604,95120,43557,40908
4100806,35286,16675,15233
2927101,22612,11563,8956
3130804,11102,4975,4694
3169802,18826,8898,8437
3116100,43166,19789,19006
3132602,10492,5891,4483
3513207,43478,19409,20798
3527801,22650,8943,12261
5108055,26318,13408,11726
4208005,25530,12047,11335
2609709,64495,31341,27624
3171501,10785,5387,4583
2503100,18577,8490,7487
2414308,7980,3619,3441
5103908,13278,6294,5798
3160900,17440,7880,7534
4124806,37486,17205,16378
3555307,10665,4411,4748
2208874,11650,5651,5246
1101450,12602,5989,5462
2200053,22402,10745,10243
3544400,12417,5149,6027
4308052,9163,4029,3831
4300059,13922,6512,5975
4107124,9043,4370,3979
4107553,11072,4993,4832
1715259,4895,2495,2070
2112506,105318,54051,46355
2602100,145360,68069,62095
2607505,87676,41328,37522
3532801,35012,14024,17945
2608057,37656,18189,16401
2305605,82991,42477,36242
3516408,630430,288431,302000
3162906,99685,46142,44040
2510105,34144,15567,14548
1100338,48384,24476,21427
3131208,76933,36379,33066
1508001,120595,66265,50943
2910057,254999,126394,115029
2511400,68787,32136,29801
2202455,13011,6124,5853
4307807,120747,55755,52094
4307005,362315,168412,159758
5222054,33825,16531,15359
5214408,23510,11576,10042
3507001,202064,90376,100608
2916203,30358,15559,12593
3525003,386294,181532,185540
2604304,40448,18688,16919
2932002,73956,38839,34743
5103502,74906,39069,32548
3204104,81532,38139,33801
3535606,417295,356360,54509
3507753,13621,6142,6447
3510807,106728,47416,51751
1720903,37439,18188,16619
3301801,51446,23415,21900
4318903,148768,65943,61843
4310751,11501,4631,4450
4317004,29871,13176,12528
4311627,19602,9415,8766
4312351,8150,3419,3388
2201929,15695,7658,7370
2304202,382438,191587,170557
3116407,15396,7108,6963
2407302,30291,14031,13344
2403400,17092,8316,7488
2929800,33505,16283,14405
4100905,20061,9288,8872
3116803,39354,17682,16877
5214861,21476,11528,9211
4315800,39004,18167,17048
3538303,16022,6943,7500
3500402,44691,18885,21738
3144300,101215,49866,45009
4126678,37159,17162,15873
3125408,22396,10624,9839
3553856,25034,10729,13433
3543709,43269,18578,21188
2111607,52976,25490,22518
5106109,49430,22667,20765
2506509,13238,6282,5799
3531209,30627,12429,15650
3165552,30196,14911,13290
2805703,50963,30492,19365
4110003,16009,7831,6985
3166303,24458,11792,10763
5221007,18731,8392,7855
4311700,21289,9798,9312
4313011,11575,5241,5041
2600302,67911,35084,30090
5002605,32938,17343,13107
5107883,5572,2635,2410
4113007,19948,9694,8691
3120409,21601,10115,9472
4126207,20209,9575,8876
3546108,14391,5972,7059
4202099,8891,3790,3662
4309050,28255,13655,12248
4209508,22823,10695,10208
1716307,8320,4064,3535
3170602,8588,3803,3706
2918456,9822,6070,3505
2305100,29058,14824,11738
3166402,7322,3331,3253
