id_municipio_endereco,qtd_vacinados,qtd_primeira_dose,qtd_segunda_dose
4310579,8929,3929,3829
3532868,7727,3368,3555
2108207,95569,47889,40590
2800308,1944281,893982,834702
2910800,1468006,736926,623827
2615300,181384,86719,78033
4101408,452513,212597,199903
5101258,55515,25613,23686
2600104,140528,64559,59820
3552205,2719905,1223054,1305889
3504008,508616,217173,246285
2906808,110052,54889,50026
2114007,111432,56116,47678
3543303,473062,213679,224257
3146909,43031,21251,19248
5108907,17383,8871,7788
5107248,11887,5744,5422
4201208,46911,22484,19833
4216701,58195,26616,25572
3133402,50750,23271,22443
2918357,75456,37523,33634
3523206,220519,95273,108394
3204401,48240,21867,19704
1600253,5407,3189,1956
3122355,21188,10219,9494
3138625,25704,12142,11461
2516706,56864,26575,23934
1100080,27552,13578,12032
2207504,32346,16959,14184
4320800,104869,47886,44546
4314050,177660,85332,78521
2313005,32945,18718,12807
2928000,114753,58123,47982
3531308,207497,85638,104432
4101606,89370,43098,40243
4316477,14295,6276,6147
1703008,19713,10041,8543
2804607,75600,36784,32619
2803609,42989,25293,16830
2513356,10779,5402,4893
2502904,17446,8512,7550
3514908,82292,38017,39486
2516805,26836,12771,11691
2906402,29987,14242,13070
2913457,32212,16245,14003
3529500,33829,13797,16992
2210508,28027,15201,12129
4210605,47920,22703,21505
4212403,18031,7911,7561
2932101,48797,24760,21119
2919157,65898,35837,29381
3501707,153808,67380,74688
2701001,76077,36847,33379
4127205,65264,30841,28860
3147105,315327,152153,139251
3131000,19001,9681,8373
4319703,15997,7180,6861
5204854,22053,11330,9701
3164472,18504,9105,8119
3100807,19776,8643,8419
3146701,18504,9078,7959
3304110,60763,29811,26955
1707652,10702,5355,4664
4316451,37633,17740,16686
1504109,30736,14105,13301
5222203,10095,5278,4327
2614402,21511,10011,9474
3537701,22645,9802,10867
4200606,27697,12715,12104
4304853,7558,3315,3159
4201653,9439,4408,4114
2106201,12375,6586,5116
4322525,13994,6295,6083
2202026,17579,8864,8065
3169505,16291,7988,7092
2101509,52697,26744,23388
2112233,42199,21072,18035
4125506,823586,404230,362250
4115200,2084165,993903,878061
1400100,656321,351551,278381
1303536,79403,40255,34008
3201308,1235573,584286,515954
2805604,69735,36222,31816
5220405,61049,28935,26880
2910602,63863,35656,24790
2513208,26662,12110,11241
3510401,204943,91807,100089
2913804,38504,19128,16839
1505502,227734,120807,99700
3157906,55729,26998,23563
3152204,131641,62958,57131
1718303,13242,6998,5444
4305454,53010,24410,22601
4304713,26156,11535,11046
5102504,222335,109962,98797
3300605,138309,61926,58100
2509008,35615,16951,15683
5220454,379843,191942,166904
1508209,57262,34261,22043
3552403,973601,438413,483552
1100262,9184,4419,3924
4307559,29709,12769,12372
4116802,24977,12533,11491
2913101,57531,27216,24222
2931400,29779,14107,12772
2201150,27176,14471,11858
4320263,29206,12483,12174
1301209,115622,63845,47329
2801900,12944,6255,5674
2803807,9316,4825,3894
2501906,56044,26442,23870
3200169,42547,19662,17860
2921104,64846,32208,27883
1301506,28243,15659,12103
2206605,26146,13122,11920
2203453,25398,11948,11350
4301636,52859,23947,21967
3147600,55955,26040,25409
4200556,12628,5495,5211
2910859,54726,27141,24411
2413557,17588,8136,7717
4128302,10126,4642,4456
3545100,20805,8983,10017
3166709,25633,12116,10809
4320404,63829,30092,28246
5207808,40943,18764,17370
3120300,14357,7265,6463
1505205,58471,31877,24439
4117453,23296,11241,10532
3114808,19942,8526,9185
3156304,28556,14642,12720
3544509,27620,12647,12861
5103007,69635,33606,30395
5106000,22003,10602,9633
5107354,15442,8471,6583
2513109,42317,20221,17986
2507200,38402,17928,16649
4201307,99860,50087,45176
4217105,16140,7099,6989
4214102,6487,3039,2896
3549300,11202,4725,5284
3116704,28035,13300,11864
3130606,34537,15686,15241
4322251,17850,8543,7980
1503408,32700,15134,13664
1720978,8652,4292,3828
3304508,33336,15706,14775
3117207,11485,5257,5144
4118600,18051,8739,8253
2309805,23546,13204,9772
2609808,47117,22343,20417
5100805,21661,10863,9565
3551207,16346,7224,7531
3518107,27644,12491,13071
3204658,33448,15528,14043
5207352,13764,6579,6005
2411601,7731,3799,3353
3167509,14165,6444,6077
3127339,12533,6392,5199
3162302,11470,5514,4966
4315552,12148,5391,5167
2414902,6107,2741,2619
4318101,83735,36122,35233
1502707,115656,56521,50583
2903953,29954,14483,13548
1200203,169938,88174,75356
3304904,2784405,1311753,1359930
1503309,146415,73624,64289
4110201,36516,17754,16117
2601904,177900,87307,76964
2612471,47798,21569,19678
2112100,49096,25855,20966
4212056,9221,4437,4012
2907103,95653,45231,41940
1100320,47702,24320,20897
2102325,109822,57244,46964
4303806,24389,10517,10221
2508901,91566,50320,38265
2209005,22193,10379,9613
5105002,25286,12580,11554
1505551,14253,7319,6214
2610806,56952,27841,24434
2921054,36715,17638,15768
2706448,29169,14853,12677
2200400,108125,54558,47420
2203909,188417,90159,81441
2210623,10339,5234,4575
4318002,239228,109441,104532
3537404,102008,42942,50306
4208104,73129,34463,32240
4113205,153150,73356,67914
4112207,22756,10598,10093
2906824,46594,23078,20816
2202000,52844,27365,23146
4323804,65695,30581,28018
4313102,29297,12503,12150
1304260,21502,11220,8843
2507705,43126,21753,18888
2510501,12854,6118,5743
3525201,136429,63959,66265
4110078,29184,14812,12873
2905008,107478,49439,44862
3529807,56841,24010,28258
2201804,16091,7166,7077
2208908,17089,8412,7729
2306702,54049,27727,24903
4201406,229250,110132,101690
2400406,10492,4925,4633
2415008,7570,3775,3387
2926202,57466,28547,25291
2701308,45778,23304,19821
4123402,40155,18461,17408
4125753,17957,8637,7602
4127601,60888,27487,26222
3171006,82933,38540,36397
3170503,43140,20046,19310
3110004,132512,63897,58520
4312138,11702,5157,4865
5202809,10543,4819,4521
3111408,21699,10085,9458
1507458,36329,19619,15730
3158904,24136,11890,10572
2106409,32785,17597,13419
5103957,10975,5481,5036
5101902,37927,19417,16533
4125209,38095,17332,16623
4103404,11512,5258,5146
2616100,31053,14323,13365
2920452,21386,11819,9423
3150505,36678,16648,15712
1720101,9113,4874,3935
1713957,7887,3681,3201
3203130,66672,29066,27666
2301505,13492,7664,5645
4303400,20049,8815,8503
4312005,9532,4015,3957
1506906,14253,7694,6449
4201950,45256,20706,19186
2106359,12235,6474,5255
3138906,23492,11109,9772
1400472,30537,16927,12354
4301651,24762,11227,10668
3139102,19335,8850,8356
4323101,17225,7667,7293
5107859,27391,13899,11304
4321469,11031,4997,4782
2512036,12761,6183,5721
4311734,11184,5116,4799
2104628,8367,4992,3254
2211357,13701,6716,6316
4310876,9365,4099,4003
1719004,7687,3659,3242
3131307,743904,358356,326610
1508407,87568,45452,37558
5100201,77509,39354,34361
3104908,67250,31609,29192
1503200,124680,60218,53610
4104303,371412,173652,162696
3534401,2880418,1293250,1394051
2612802,34274,16029,15014
2611606,5528048,2635824,2334094
3531407,99959,41537,48404
2211001,2856690,1371226,1262468
3300209,408396,202443,180309
4317202,266214,124010,116659
5107958,271200,133449,121350
5103858,23542,11844,10438
2302057,42568,21320,19125
3154200,44495,20811,19489
5108402,759992,384156,336754
3302809,56146,28197,24573
2613305,57893,29048,24551
1715150,6830,3259,3106
5005608,72476,33775,31101
3162500,257445,125225,107402
4218400,24044,10999,10069
3125200,7812,3613,3332
2506004,93663,46807,40733
2203701,94324,49771,40749
1504901,55442,30630,24053
1503606,168433,94775,69588
3117504,67965,34018,29611
3509007,405287,181967,197538
4100400,277034,139572,123867
2702306,143309,72766,62718
3527702,20132,8676,9818
4206702,83905,39389,36953
5207253,20246,9787,8944
5203500,80343,39287,35702
4114104,80478,39484,36283
4305173,35608,16806,16094
2904001,44236,21002,18867
1722081,21482,10809,9087
2514701,14700,6863,6371
3200508,33793,14433,13604
4122172,14477,7092,6475
2701605,47902,24088,21399
5203939,11086,5115,4825
2709400,68251,34663,29091
3508801,79944,34971,39379
3516804,20553,8651,9969
4316733,8455,3632,3492
4306353,10908,4880,4717
2301703,45454,27596,17411
2402709,34777,16902,14890
2700102,63513,30357,28109
2704104,50686,25273,22584
4117701,102562,50346,45866
3143807,18981,9099,8627
3115508,83586,38819,36579
3150539,11515,5899,4662
3152709,33176,15280,14568
4212270,17247,7910,7507
2100436,44857,23628,18681
2104909,46128,20357,19381
5102686,23669,12243,10835
2507408,32446,14459,13686
2508208,27095,12664,11466
4103503,34681,15902,15150
2103125,17713,9211,7992
2106805,42284,20686,18401
3149408,8501,3960,3706
2303808,91912,42855,38164
2309102,26386,14508,10568
1703891,9326,4606,3960
3128402,34146,15693,14863
3165602,9616,4351,4282
1503705,71920,39777,29142
2611200,37565,18104,16590
5203609,17570,7490,7006
2503555,22176,10847,9527
4323200,15099,6308,6155
4103958,16873,8158,7280
4204509,53451,25562,24109
1100072,21087,9954,9231
3127370,12350,6126,4879
4103024,7270,3478,3272
5202353,11846,5501,5259
3117009,25871,12343,11069
5102694,9195,4766,4112
4320859,17725,8086,7574
3147501,7740,3402,3318
1400159,18192,10132,7460
1400605,7548,4250,2986
2209856,14233,6846,6031
4314902,5966399,2624931,2509915
2100873,24383,11831,10594
3301306,96140,47877,41679
2410009,14773,6587,6370
2908101,58139,27972,26089
3505906,305814,131471,141618
4216305,94799,47246,41861
2607208,245794,131170,101921
1300680,40904,19529,17096
3548807,839314,362931,390114
3557105,419710,174975,206042
3524709,301029,133724,148477
4217709,83580,40771,37791
1100114,170147,82744,73218
2108702,49801,24765,20909
5007109,60057,28102,26151
2205532,17239,8110,8148
1502905,112250,52423,48530
3169000,64371,29877,28103
4206751,9324,4156,4006
2929503,97718,50894,46058
2916807,43515,21913,18645
3536703,174733,77472,85776
4206306,64534,32911,29036
3526605,23216,10929,11083
1709302,59517,29381,25462
1718907,9763,4999,4120
3200706,45073,21069,18018
3201159,41722,20360,17808
3518909,18445,7896,8741
3533700,19128,8127,9052
2929305,84147,45005,36954
3540606,232358,117893,101824
3503158,8886,4029,4258
3302056,42743,21204,18764
3148707,79165,37577,34903
4214151,12239,5680,5442
2313203,66789,36370,26093
2411908,15112,6980,6496
2408706,10990,5336,4665
3538501,60443,26347,29632
3130309,33638,15645,14026
3167400,24895,11239,10708
2100402,17527,8434,7548
3128600,25145,11143,10827
2916500,65575,36418,27811
4207684,27249,12398,11663
2111003,53306,24614,22324
3161056,11853,5608,5114
3165107,30922,14634,13815
1501105,38849,20129,17258
3501103,24523,11222,11082
4219101,14260,6486,6318
5101209,3300,1512,1403
5000807,25805,11782,11258
2401909,10479,4716,4485
4115754,31275,15473,13807
2411429,9376,4390,4116
4212601,13712,5979,5798
2207207,19352,10006,8100
5002803,14961,7021,6759
4323770,13015,5755,5523
4305439,9831,4784,4365
3117801,36139,17519,16240
 ,1591259,845601,671598
4309308,329952,153463,144608
2919926,65643,31993,28662
5200134,67349,32934,29560
3540101,17700,7660,8397
4321204,161655,77732,70485
2922409,64907,32430,28561
3513504,468311,206578,229679
3143005,55682,25759,24613
4209003,115893,53073,50354
1100130,84432,41512,37255
5008305,448589,208037,197510
4322608,247922,115907,108795
2500908,44902,20650,19597
5217708,64636,29779,27282
5210901,77092,36089,33706
5205497,159340,83828,68737
4322004,105918,47777,45048
3142403,27197,12923,11523
3515400,74778,32455,36100
3129707,49241,23009,21907
2700300,687383,342422,297054
2500502,36768,18371,16328
4203956,82442,39314,36765
3501905,308218,132392,149137
2314102,160617,84882,72796
3533007,97556,40906,47866
3534807,36615,16683,17250
4106852,12721,6130,5715
4109500,23764,11596,10300
1507607,128670,65201,56730
2801207,76766,39244,33529
2504504,26535,12257,11484
4122156,49875,24145,21591
3552304,36338,15887,16784
2926400,105239,49713,46230
5215504,31820,14841,13631
2201176,13590,6802,5952
2208858,10887,5404,4792
4318440,13147,5542,5348
4302006,36005,16953,15693
4308078,14947,7172,6554
4302253,14660,6278,6110
3510153,21650,9676,10629
4212700,22662,10982,10298
4203303,42777,20445,19612
2914505,79711,39365,34274
2308005,101468,52660,43870
2404606,38046,18035,16078
3158953,116430,58073,50935
3127503,16322,7939,7001
2207405,14912,7387,6571
4311155,27742,13020,12262
3133006,49437,23935,21465
3121100,27436,13115,12308
4112108,79903,38734,34837
4218756,22318,9584,9419
3159100,15369,6938,6653
3150000,14276,6413,6263
3171105,14772,6614,6246
2104099,44778,21934,19495
3150307,19900,8942,8505
5100607,32630,16515,14913
4204905,44187,19445,18300
2102556,28258,14202,12125
4215505,44926,21608,20096
5208400,39352,20057,17318
4316204,25857,10765,10534
5207907,25976,13066,11398
5210158,13030,6180,5311
2605509,40202,19098,17511
4116950,16671,7917,7286
4302378,7497,3501,3196
4313441,9710,4216,4049
2205300,12290,6130,5168
3170750,24091,11622,10751
5203962,10288,5224,4575
3112653,17320,8286,7655
1600550,4798,2674,1914
1706506,10178,5280,4276
3169356,101592,48098,44688
5212501,489196,246705,216390
3556453,206624,93835,100461
3300456,1064993,555405,458999
4121802,43756,20747,19605
3500303,128205,55020,63073
5103403,1705118,831713,756327
4128203,202599,97548,89775
2300200,106813,59811,44609
3156403,15245,6545,6354
3154457,23811,11322,10242
3141009,44472,21383,19065
4315354,15544,7050,6549
2307502,84582,44173,33990
4115804,122469,59658,53800
5007802,32465,14855,14075
2910107,44936,21415,19503
2911204,67766,36352,28764
3507407,90411,37377,43075
3106002,35537,17129,15648
3511003,84833,37211,41151
4210506,94042,44809,42033
1504604,53298,28922,22731
4310108,121532,58890,54434
3517406,201873,93247,92725
2920809,30456,14672,13765
2107506,246742,122259,109610
5007935,47171,22199,20295
1301308,32985,17990,13534
2804409,47906,24002,20739
3519709,278651,135949,130252
4125555,9058,4124,4001
2923001,50651,30175,18883
2905156,28069,14263,12350
3544301,54246,23505,25970
3549003,15202,6271,6937
2200905,18869,9566,8609
4207809,38881,18104,17454
4215695,7309,3369,3051
2930303,49565,24209,21635
2308906,32131,18041,13133
4102604,34160,15882,15167
2606507,62941,29534,27213
3133758,64950,29135,28108
3132503,111464,54051,47868
3136108,17460,8049,7676
3103900,33849,15518,14854
5205406,84568,39316,36703
2104008,46395,22577,20061
4113809,19778,8605,8154
3143450,22604,10949,10156
4202206,33751,15332,15652
4214706,35323,16435,15870
3124609,5908,3109,2682
3149002,9508,4542,4270
3539608,23047,9774,11004
2105450,14319,7183,5818
2303105,31614,17994,12263
1708205,39878,20771,17081
1701101,9094,4514,3919
1703842,14602,7748,6330
2806404,19560,9592,8826
1400407,9362,5271,3829
2922854,15278,8828,6037
3540408,24481,11037,11207
4309506,31189,13970,13212
5007307,14086,6426,6093
3512902,42142,17813,20219
1101609,18628,8757,8091
2500734,10730,4828,4648
2608701,38044,19593,16632
3138500,21539,9972,9610
5201207,4039,1786,1757
3142908,73446,34585,32443
2408201,79016,38778,34337
3111804,43028,19766,19069
2607901,2092371,996235,900646
4307708,313576,143833,136321
1503804,90058,47836,38521
3538709,1530354,699028,718677
2601409,112418,56327,49348
2309706,217967,106217,95796
3301009,1529125,724877,651210
3114105,47784,22355,21006
4306106,270309,119729,110914
1500404,94331,53947,39535
1503101,51001,27022,22115
1507979,40715,20521,17637
3148103,252338,129876,114873
2914604,261371,125561,113812
1600154,20791,11369,8488
2702207,18516,9125,8158
2204501,29516,14212,12806
4108809,116336,55865,51480
3305307,22576,11609,9377
3301504,81144,36879,35230
4115739,12267,5770,5404
4105300,44634,21008,19807
1507961,27487,13762,11766
4301206,49089,22346,21504
3302205,334648,163667,142177
4113452,20929,9679,9105
2902054,36533,18210,16054
3509908,42806,19498,20459
2204105,15525,7405,6775
3168804,23955,11629,10444
4310801,91550,41509,39294
4301305,73132,32913,31333
2202083,16242,8836,7053
4203907,78449,37009,35290
4210035,26670,11892,11503
2302008,101563,59549,37048
2402204,98180,48332,42882
2406155,10832,5213,4739
4104253,86728,42466,39994
4101150,12088,5647,5286
3145406,7829,3548,3425
5211404,20863,11124,8904
3149705,38189,18713,16834
3156007,34966,17939,15537
1507805,21263,10978,8931
1501576,34422,17988,14954
3115474,17623,8113,7726
2110039,39719,20948,16967
2110609,69189,34933,30578
5108956,22157,11742,9460
4205605,12715,5955,5751
4201273,15584,7016,6412
5002159,24022,11299,10345
4206108,22472,10592,10163
4117008,27289,13073,11972
5216809,35034,16335,15325
3536604,45196,20401,20332
3142502,10413,4720,4463
3110400,14264,6151,6016
4117271,30982,14615,13563
4305157,9850,4595,4289
1301951,16501,8624,7161
4314175,9060,4030,3764
3513850,10640,4463,5014
2308807,22294,11470,9759
2803104,14135,6820,6119
2912301,68915,37093,27678
1715705,9305,4905,4009
2507903,33684,16109,15003
4321634,13362,5645,5494
3162658,9873,4751,4067
5003108,10158,4429,4242
2410256,11991,6087,5313
3151503,121344,56354,52077
2308708,129177,67668,50375
2601201,245455,116937,105511
3300100,489253,233230,208283
2111748,17975,9438,7620
3123205,50680,23148,21746
3170404,261864,128131,115756
2914802,615736,302484,261490
2513703,339034,177252,145966
1101484,17164,8025,7532
1100296,23478,11104,10656
3102001,60766,27617,26127
3306107,217496,109942,94998
3541604,216056,99624,99441
2511004,13925,6666,6146
1500909,96846,52046,41238
3534609,139217,59224,66237
2919306,34628,16447,15127
1101401,30871,15537,13343
2208205,45017,23679,19952
2907806,93971,46438,39902
3126703,71056,35165,31251
3548609,61208,30747,26457
2503001,52260,26645,24023
2508000,32300,15298,14265
3520400,150359,66843,73844
4206504,110198,56607,50118
3161106,126503,66649,56048
2903508,65355,32254,28786
1300102,21832,12092,9220
3507100,80751,35596,40306
3520103,108640,48724,52296
3527504,10031,4202,4760
5221197,22274,11240,9709
4312203,20773,8823,8668
1304005,26053,12550,11318
2303303,52182,24885,22654
2302909,45262,24329,20263
2407906,6845,3318,3074
2908309,60247,27891,25996
2701209,35237,16921,15595
2701704,42149,21614,18389
3103801,14809,6400,6233
3148202,20252,9281,8408
4311981,17183,7853,7318
3129509,81236,37709,35580
1506609,47680,25660,20254
3117836,22472,10939,10017
2911808,19319,11236,7562
3541059,31421,14842,15059
5106828,33959,17036,14440
2507606,25885,12450,11310
3157377,14556,7219,6341
3516101,21651,9833,9908
5219902,19929,9349,8683
1712157,4213,2138,1802
4323309,17135,7553,7485
2513505,17861,8520,7615
4312757,17319,7313,7117
4103479,16179,7567,7154
4117222,25434,12124,10965
3146602,7811,3424,3141
1100940,29773,15159,13031
2509206,47155,22470,20612
2512606,5866,2794,2499
4119251,9823,4618,4066
4218855,10928,5203,4602
3154705,13646,6573,6001
3103207,8945,4077,3987
4321493,13237,5823,5612
4317251,8764,3682,3615
2403103,140982,66016,61193
3120508,40427,19352,17869
1718204,156013,78200,67503
5219803,23080,11887,10335
1505403,43006,22708,19167
3536208,84949,37237,39901
2104677,45778,23527,19800
4112959,26805,12637,11917
2203800,11305,5860,4789
2616001,47689,24394,20796
2920403,46364,22803,20525
5105259,225852,117459,100742
2108009,44639,22228,19879
3531902,133695,57888,66055
5108600,40397,21151,17328
2609501,104317,50539,43656
2608107,104703,48729,46415
2501104,78380,38654,33717
2201200,123645,63064,55518
2206670,19509,9695,8280
5217609,183486,94950,80798
5000609,135468,61414,57012
2106672,12436,6679,5237
5217104,91758,42283,39831
4114203,118446,57977,53102
3155801,53927,26319,23080
2914406,77216,37908,34225
2107902,50126,23597,21793
2613206,69161,33164,30335
2207553,11623,5941,5283
1504703,119166,65744,49672
2917201,60498,29541,26169
5007703,31960,14855,14261
1303403,260294,122728,110925
4127304,50748,23830,22140
2205201,61896,29645,27846
4313375,89009,41981,39025
3552908,27180,11813,13338
2907707,26952,13219,11736
3545704,34336,15288,15617
2709103,64897,30393,28447
2708105,36524,17646,16600
4103222,12325,5788,5391
3141801,91905,44060,41411
3147709,30661,14282,13286
3547650,11435,4807,5270
2201960,20952,10250,9486
3112505,29139,13673,12186
4118857,31340,13864,14799
4106555,14580,6808,6343
4207601,18268,8372,8042
3143609,9917,4647,4377
5107701,39628,19265,17716
3534005,27284,11785,13552
2508554,13545,6246,5743
4118907,35641,17677,15333
2901700,37530,18346,16452
2300705,44329,21252,19754
1700707,24671,12239,10842
1718758,11213,5557,4509
1720655,12897,6248,5524
3548005,84686,38447,41536
2413003,18456,8744,8161
2308609,77789,35593,30703
4111001,25890,12001,11356
4309605,73799,33780,32646
4321667,39977,18875,17579
1507755,13116,6718,5612
2933174,25685,12841,11264
3112901,26880,12883,11694
3162450,29832,15414,13761
1400308,22796,12166,9447
2612703,41464,20234,17538
4314209,32352,14742,13830
4123105,12754,5815,5510
1501253,8722,4804,3991
1720309,9470,4849,4143
5006408,23336,10810,9920
5206701,11892,5819,5251
4123303,29480,14253,12838
2204154,7744,3982,3488
4111704,20547,9247,8662
5219605,13950,6596,6020
3158607,13888,6597,5968
4115457,10415,5279,4564
1722107,33387,16897,14503
3201209,678337,311391,281277
5208806,191408,96260,83276
4314100,774956,348600,326350
4314027,26052,11850,11298
3170107,974428,479939,427946
2512507,162764,77186,69215
3548906,1054619,456403,508907
4213708,49443,23939,22099
1504059,84401,43876,37228
3156700,400322,188661,174758
2105807,24517,12200,10186
4218707,388294,183494,170814
1507003,69748,36564,30094
3159803,80774,37470,35124
3508504,432460,191504,212289
3507902,96252,42423,46888
2501708,22986,10870,9823
2504900,48653,23898,22147
5214507,83286,44153,35443
2907509,134044,70643,58168
2604403,37323,18529,15740
4304697,12667,5454,5269
3551306,22497,9498,10193
3153004,17188,7556,7382
2513927,14529,6727,6290
2512200,17007,8279,7173
3204203,71652,34328,29316
3552601,64463,28130,30684
3538105,80962,33760,39039
2202901,71407,35912,31265
2209450,6631,3005,2817
2916708,21302,10972,9168
2405306,19869,9839,8593
2303907,32477,17016,14367
3139300,56698,28183,25001
4314605,65720,30086,28276
4314464,8832,3982,3869
4321832,12803,5358,5116
2611507,58166,27126,24927
1506583,28198,14687,12164
4102802,55072,24985,23611
3124203,87442,41588,38896
2102507,29689,15238,12708
2100956,48255,24750,20156
2104305,19797,10307,8938
4117214,12554,5703,5279
2703908,11533,5881,5036
2918308,36685,19298,15373
3125705,68516,29985,28339
2102804,52026,26403,22073
2411056,17776,8734,7606
3154507,24817,12169,11149
3152303,36887,16811,16024
3113107,15765,6881,6693
2313708,18811,9975,8740
2921906,33171,16179,14648
3107703,19511,9028,8334
3548401,20852,8338,9914
2505501,11328,5428,4891
5103809,9626,4614,4354
2603801,62042,28899,26731
2305704,22135,13125,8890
3125309,12811,5790,5494
4300877,21677,10351,9394
4314548,10973,5012,4793
4111308,14562,6561,6227
4103156,15486,7259,7048
4205357,7699,3457,3278
5213806,142935,70725,64089
2411403,37158,17529,15894
3144805,346036,156729,149099
2104073,18288,9087,7929
1501709,313576,157335,133743
2507507,2662274,1259666,1137966
3539004,49091,19925,23529
4108502,34749,16780,15411
4208203,623751,317875,277715
2607802,43134,21587,18865
1301407,54747,29602,22038
3529708,80560,35764,38893
1506112,28865,15109,12790
2310803,49539,24161,21704
2306405,316892,165127,140598
5108352,10342,4919,4486
2112001,22274,11036,9818
4215653,33180,15185,14340
4208807,74080,35537,32484
5007976,16174,6876,6748
3143906,403587,186389,174304
3166808,43718,20708,18779
3550803,55628,22962,28441
3551504,97981,41065,35847
2610509,64406,35465,27484
2604007,243147,114534,103953
4104006,133994,64501,60400
4117305,62611,30315,27503
3550209,137799,62142,67168
4111902,33151,16434,14653
2702603,54179,27730,23961
4200903,20358,9519,9185
3305802,360386,200968,143094
4313300,98884,46494,43918
3554706,41005,18226,19177
3100104,27141,12519,11977
3159357,23053,11518,10140
3553906,26291,11871,12414
4109658,19247,9016,8442
1300805,63256,32576,26517
1713205,50436,24876,22047
3501509,12132,5270,5970
2911402,50050,24911,22451
1303601,24238,12082,10538
3511409,85621,37547,41426
4316402,138246,62562,58411
4316709,35013,15550,14851
4308656,12566,5538,5393
4212106,66366,30623,28679
3520905,58786,25521,28658
2403202,23339,11261,10417
2932705,61826,30638,27082
2707503,57479,28064,25208
4111258,87368,43848,38967
3135803,76267,35542,32591
3120201,50504,23679,22161
3126208,23577,11137,9924
3172202,11171,4993,4816
5210307,9520,4463,4110
3102100,42529,19851,18084
1507466,12727,6523,5507
1600808,19828,10846,8136
2924058,38663,19441,17673
2105906,23796,12363,10432
3522653,16472,7613,7902
3120805,67887,31109,29645
3164803,6981,3217,3011
5104807,83373,39779,36495
4201901,23285,10777,10285
3530409,26532,10627,12702
4212254,27336,13249,12157
3528908,20545,9590,9290
2307908,28770,15513,12218
1718006,7381,3309,3071
3114709,15770,6816,6829
2409209,8286,3913,3656
1504505,35659,18990,14627
2305209,65682,32671,29868
4128708,26299,12774,11819
2613800,60788,29340,25014
3140555,24920,12529,10676
2517100,13622,5688,5411
5007950,36527,15603,14644
3514304,39761,16158,20618
3522000,14684,6249,7731
3546256,10837,4808,5305
3124708,18068,8049,7862
4125902,12070,5378,5172
2304657,18240,11781,6268
2103604,122535,64331,53563
3503307,512407,223814,252312
3508108,71486,28920,35382
2611408,32928,16504,14223
3551009,1414552,629086,667935
4307609,178804,83158,78163
4304358,36136,17406,16154
4204608,705976,332671,311916
3557006,479929,214479,233369
3515905,16826,6741,7572
3502507,170398,86938,72340
2912806,24755,12164,10557
2111508,76700,39104,33362
3154309,58644,27336,25389
1708254,8939,4604,3931
4323457,20010,8452,8196
3529302,352249,153307,171156
2206720,9094,5131,3764
2917508,263569,128277,115393
3140100,12936,6455,5751
2610608,141582,72560,62392
2903904,105260,64119,39152
3202801,136964,65568,56504
4117107,46662,22618,20567
4121703,83802,41164,37789
2919959,28490,13449,12687
2905800,79996,42553,34331
2902005,31021,17114,12596
2902906,45010,27565,17068
3514809,52235,23028,24768
2200806,10528,5098,4722
2207777,24013,11172,10483
2201002,17031,7942,7581
4314159,28074,12855,12294
4202800,109047,52215,48835
4202453,78838,38285,34931
2908606,64940,32601,27936
3136959,15733,8035,6994
2300507,38289,21253,15673
2301000,196301,98472,85275
2307106,63728,33875,26462
2300408,41639,21649,16693
2920700,41718,21264,18342
2700706,47641,22993,20902
2704807,47293,21832,20757
3141702,23186,10765,9840
4311205,88222,39134,36287
4307864,11156,4990,4794
4301107,55036,25020,23270
3300936,40832,20281,17658
5213772,11205,5769,5211
5204656,10642,5259,4696
3137205,164906,79059,72384
3164407,18214,8782,8195
4106100,14635,6632,6415
3111903,20192,9387,8750
5107941,24883,12911,11172
4128401,39579,18082,17258
5103601,24849,11875,10851
2922003,60423,36193,22182
2100105,14626,7798,6780
2102374,11515,6806,4654
4208955,8296,3707,3462
5213855,10222,4659,4380
4202156,12312,5248,5163
3127602,37918,18641,16761
3512605,34975,16701,15255
4301552,17723,7403,7240
1200427,21005,11521,8886
2604601,73037,35519,31169
2608503,65623,32221,28970
4107603,53863,25872,23812
4300851,17714,8117,7484
4204103,19176,8365,8062
2108801,42144,20836,17965
2807006,9993,4863,4412
4320354,20452,9256,8935
3119708,16103,7200,6879
4120853,15911,7626,6950
2201919,16455,8912,7040
3104452,16878,7909,7674
4213005,13168,6256,5897
1712454,6489,3246,2749
4205431,11942,5102,4846
2309904,21499,10406,9294
3115607,6322,2630,2522
2206951,9438,4434,4150
4211850,9425,4233,4098
3106705,1584070,742851,703832
4300604,699409,332037,304464
3534708,462382,202939,220183
5201108,1192180,568716,515541
3304144,423967,219633,182008
3523305,54635,24397,25998
2103901,14684,8894,5704
2606101,83052,41236,36759
1304237,31813,15886,13744
1507474,50946,26048,22133
2307601,213752,100060,93829
3108206,15870,7667,6964
2113009,81854,39971,36246
1101435,18392,8587,7818
3131505,34507,16436,15373
4318705,771754,354043,326121
5102678,149280,73703,66712
3105509,22493,10296,9615
2310308,101126,52368,46601
4310553,12215,5604,5210
4301602,392073,188450,166915
3168002,56406,33387,22412
4128559,30831,14678,13567
3145059,23481,11623,10358
3521507,40170,18512,18346
2202604,77409,37571,35801
2901809,31750,15327,13788
3303955,108888,52416,44531
4206801,16141,7050,6820
2107001,16725,9662,6860
2601706,221898,108842,97278
