id_municipio,populacao,IDADE_MEDIA,PCT_HOMENS,PCT_BRANCOS,TX_ANALF
2804102,11001.000000000013,44.02448978300524,0.4965003181528956,0.4159652339419798,0.2661122019971808
2805901,9354.999999999984,47.945252989441556,0.4867985034740777,0.14882766824127666,0.17032070876642452
2807600,22433.99999999915,40.78079634423462,0.490327181955961,0.20347289872943358,0.2514046932507612
1700251,2391.000000000001,44.41798467982864,0.527394395650356,0.2746476210425174,0.127222413288721
1718659,1714.0000000000036,35.915075806448414,0.5169194865810975,0.14475511725007426,0.1487162707196637
2703700,5558.000000000003,44.5866683449809,0.5046779417056501,0.3151366146813522,0.3720716872306247
2707008,2865.9999999999936,37.10868034156026,0.4954640614096325,0.30077194052642386,0.3762530249059275
2400307,10843.999999999975,45.693726847013124,0.5026742899299165,0.2690508053142651,0.3032041086136118
2401800,11576.999999999856,43.28269159620607,0.5009933488814021,0.36794281074821933,0.3040770128707856
5105903,15002.00000000006,44.96138840513532,0.52193040927876,0.28273536912149644,0.12224631091907899
5107198,2199.0000000000095,47.60270703891735,0.5120509322419283,0.43610272372976716,0.11043241484732884
2201309,3233.9999999999964,41.472631262841766,0.5225726654298063,0.2021832675527722,0.2060518032340094
2201705,5319,43.84137562760991,0.5036661026508753,0.17550444945121138,0.23578235608009043
2202091,5671.000000000001,43.36415399263976,0.5016751895609254,0.29992431016733034,0.32952502496222047
2202604,18336.00000000104,46.38332917787536,0.48985602094241065,0.22773750201265244,0.26649563097720363
2203859,2482.0000000000064,50.53067833734848,0.5124899274778394,0.20029088965643543,0.4231940359162069
2204808,9326.999999999975,44.75879068526905,0.4926557306743885,0.286548715726265,0.22659466631139535
2205250,4309.000000000006,44.35974138107551,0.5063819911812484,0.1740215098291437,0.2944641030692399
2205573,6421.9999999999745,38.41372360288228,0.49953285580816065,0.3960490247568036,0.33332885234247184
2206357,6769.000000000016,39.98840038263877,0.5083468754616632,0.4089800982902668,0.34673964560421794
2206951,3260.000000000006,42.01307371883035,0.5128834355828215,0.26151598206948745,0.36546032628961134
2207934,2407.000000000011,45.400786159653535,0.5197341088491888,0.24329260032718117,0.23105709990347606
2208700,8399.999999999998,47.56875186911325,0.5027380952380969,0.1715835150742731,0.2126827764764521
2208908,6844.999999999938,46.66882931543879,0.5129291453615761,0.21533274940304312,0.227312394034657
2209906,6156.999999999999,41.57350029064569,0.48919928536625046,0.17350384396948762,0.37781971688819904
2210375,2561.000000000006,37.403986358209316,0.49277625927372015,0.42115021528470026,0.34063172817633963
3203304,13611.999999999905,45.98947210763243,0.4999265354099321,0.2807580262697766,0.19537606385673265
2503605,7220.0000000000155,43.48763247396909,0.5012465373961229,0.3225341190754099,0.33621991002990864
2508802,5613.000000000006,46.582790127471,0.4815606627471955,0.4112911483399137,0.2710909595232979
2509396,5939.000000000018,46.993485805220665,0.4882976932143447,0.31993985744734427,0.28271456248762955
5204003,7354.000000000084,41.463522162201905,0.5137340223007884,0.26657762051867834,0.1375061298871212
5205471,7001.000000000009,45.30356279310449,0.5233538065990561,0.4371204624162188,0.04644512532681931
2300507,10771.00000000006,42.501332630226656,0.49336180484634384,0.20466063622961728,0.28373509200787767
2301000,72627.99999999923,42.443689947419344,0.5112353362339647,0.2622296488705384,0.20033800945894065
2303006,20019.99999999999,42.301412892563455,0.5056943056943057,0.24996189394378093,0.2836500358951979
2304236,17068.999999999993,41.063604214264686,0.48790204464233594,0.2351653192580975,0.3560633520474905
2310803,15756.99999999997,43.94623314210046,0.4926064606206788,0.3976508188163301,0.2995118371435139
2310951,10216.000000000018,45.57797703420944,0.5030344557556762,0.33958267751812565,0.289412460150339
1501758,7317.000000000268,46.51213920071395,0.5237119037857029,0.19762070523335126,0.19601783008519155
1502103,120895.99999999857,43.56190307018356,0.5129698253043972,0.21900577929021064,0.10414977788672525
2101400,83528.00000000006,43.25533217600522,0.4977253136672718,0.22045476818878754,0.12963888603264345
2102705,20448.000000000007,43.80650507711945,0.5014671361502356,0.12510667258115757,0.2890219251709739
2104909,12081.000000000504,43.391831038092704,0.5082360731727494,0.1483842276115604,0.15110471996958655
2105476,15440.00000000009,47.73877994015165,0.516580310880825,0.1369940892056131,0.3400751080383695
2107100,17783.000000000025,41.952432307122386,0.5146488219085653,0.13049009289163702,0.28956819621097446
2600807,22353.000000000007,41.49499821450363,0.49684606093141737,0.4139666617529221,0.3317281679821085
2603108,18819.000000000724,44.49390476721831,0.48376640629151163,0.43882001958008826,0.3211858661546773
2605509,11429.999999999998,43.13769649415366,0.49361329833770945,0.3884610588664491,0.29215504153727173
2608107,30742.999999999953,44.7380641188047,0.48368734346030035,0.41753860507483076,0.3505081571543591
2612000,11240.000000000027,42.82302838301497,0.4923487544483947,0.5134824368314272,0.3398008858868847
2616506,14093.00000000002,43.59739154312451,0.4963457035407648,0.3075425883522697,0.3288977595231705
4204459,2458.000000000009,37.90972782203901,0.5134255492270131,0.7425143858579405,0.11508090891652475
4206603,4908.000000000011,44.060937608663586,0.4892013039934785,0.8409348368041236,0.05884959975562763
4210704,2839.0000000000036,38.942437486308336,0.5195491370200779,0.6082029879177581,0.1197415397693525
4214201,10247.999999999387,43.03906100046414,0.5042935206869641,0.8054969127460552,0.08161079041066313
4217956,1757.0000000000086,45.037707255703694,0.5133750711439942,0.7794569295588133,0.09137148070837788
4101101,20609.999999999935,46.34098043268058,0.4871906841339161,0.7196652624082983,0.10636627850152597
4103008,4568.000000000012,44.39473396444729,0.4991243432574435,0.6160695061547686,0.1414370567985219
4108700,6625.000000000028,42.91949778509009,0.5109433962264108,0.5876310527844427,0.18089529265433588
4113403,4145.00000000001,45.255071500449624,0.4955367913148361,0.5576569953212209,0.11895352280220668
4123907,12434.999999999698,47.03463282417216,0.49626055488540466,0.6061132720396128,0.13509389692480156
4300059,3722.0000000000214,45.17725871821118,0.5048361096184847,0.8283714387337474,0.05999737686619557
4300638,6353.0000000000155,46.324046301510116,0.5164489217692428,0.7980040410062196,0.128794268832071
4302378,2328.0000000000023,42.73812842706402,0.5012886597938153,0.8424601478120497,0.09335336575836956
4303707,6117.000000000011,43.66037730887379,0.49959130292626946,0.9393372587018032,0.04187697225952855
4304853,1607.0000000000039,47.351673704268435,0.5189794648413192,0.9762772712246085,0.051722681590595475
4307104,6753.000000000258,51.67923241098593,0.5157707685473103,0.7830483297730353,0.07514063840526562
4308250,2018.0000000000105,48.13615597663032,0.5356788899900887,0.9754191444762828,0.03198761450225733
4309001,17074.999999999975,47.48246865900396,0.48831625183016136,0.8061816687400549,0.06721666129222816
4310850,4097.999999999695,44.93000870794244,0.5078086871644705,0.7387778933734875,0.13379763597824978
4311205,19579.00000000017,45.62692270443109,0.4916492159967291,0.8164501191737563,0.05238935617830302
4311429,2487.000000000007,54.55692333186374,0.5038198632891021,0.651573323856134,0.16716893965218882
4314209,7811.000000000269,44.920669944934474,0.4898220458328009,0.8071190945346434,0.09318803161998215
4314753,2017.0000000000075,53.52211727294414,0.5071888943976194,0.9761209101193655,0.02574375834397604
4315008,5412.999999999992,47.57325587739488,0.49842970626270156,0.8552679859770151,0.08212692377759831
4315131,1875.0000000000025,51.38873257509457,0.5082666666666665,0.8613355340236435,0.08974201956609362
4318457,2720.000000000004,45.87153808350408,0.5062500000000002,0.66364455418704,0.10431985863248965
