ano,turno,id_municipio,sigla_partido,id_candidato_bd,resultado,QTD_CANDIDATOS_MUN,FL_SITUACAO,FL_OPOSICAO,PORC_VOTOS,QTD_CANDIDATOS_MUN_1,SOMA_OPOSICAO,SOMA_SITUACAO
2020,1,2305654,PT,1092207,eleito,2,0,1,0.5844051447,2,1,1
2020,1,2305654,PL,336651,nao eleito,2,1,0,0.4155948553,2,1,1
2020,1,2600203,PTB,1407149,nao eleito,2,1,0,0.3735782409,2,1,1
2020,1,2600203,PSB,1065296,eleito,2,0,1,0.6264217591,2,1,1
2020,1,3105707,PDT,328881,eleito,2,0,1,0.5647455992,2,1,1
2020,1,3105707,PSDB,1412338,nao eleito,2,1,0,0.4352544008,2,1,1
2020,1,4126355,PDT,366813,eleito,2,0,1,0.5559536935,2,1,1
2020,1,4126355,PSD,1051591,nao eleito,2,1,0,0.4440463065,2,1,1
2020,1,4323507,PP,501639,nao eleito,2,1,0,0.4425438596,2,1,1
2020,1,4323507,PT,501625,eleito,2,0,1,0.5574561404,2,1,1
2020,1,2110658,REPUBLICANOS,1694481,eleito,2,1,0,0.5527985075,2,1,1
2020,1,2110658,PDT,599846,nao eleito,2,0,1,0.4472014925,2,1,1
2020,1,2901304,PSB,1114275,eleito,2,0,1,0.6969253294,2,1,1
2020,1,2901304,PSD,1582548,nao eleito,2,1,0,0.3030746706,2,1,1
2020,1,2902658,PT,399981,eleito,2,0,1,0.5474406198,2,1,1
2020,1,2902658,PL,930814,nao eleito,2,1,0,0.45255938020000003,2,1,1
2020,1,2918209,PP,1597554,nao eleito,2,1,0,0.27799511,2,1,1
2020,1,2918209,PSB,518954,eleito,2,0,1,0.72200489,2,1,1
2020,1,4109203,PSB,1142954,nao eleito,2,0,1,0.4755283648,2,1,1
2020,1,4109203,PSD,81004,eleito,2,1,0,0.5244716352,2,1,1
2020,1,4308656,PP,99410,nao eleito,2,1,0,0.4668161435,2,1,1
2020,1,4308656,PDT,1699453,eleito,2,0,1,0.5331838565,2,1,1
2020,1,1501576,PT,1692420,nao eleito,2,0,1,0.2708694575,2,1,1
2020,1,1501576,PSC,262844,eleito,2,1,0,0.7291305425,2,1,1
2020,1,2207306,PP,937146,eleito,2,1,0,0.5088685015,2,1,1
2020,1,2207306,PT,690990,nao eleito,2,0,1,0.4911314985,2,1,1
2020,1,2310605,PDT,178248,nao eleito,2,0,1,0.4892840857,2,1,1
2020,1,2310605,MDB,1070776,eleito,2,1,0,0.5107159143,2,1,1
2020,1,2411601,PSB,1079284,nao eleito,2,0,1,0.4866057359,2,1,1
2020,1,2411601,PSD,268803,eleito,2,1,0,0.5133942641,2,1,1
2020,1,2508554,PSB,181432,nao eleito,2,0,1,0.3924485126,2,1,1
2020,1,2508554,PSDB,1805486,eleito,2,1,0,0.6075514874,2,1,1
2020,1,2513208,PL,767118,eleito,2,1,0,0.553999188,2,1,1
2020,1,2513208,PSB,244560,nao eleito,2,0,1,0.446000812,2,1,1
