nome,id_municipio,id_municipio_6,id_municipio_tse,sigla_uf,nome_regiao
Ariquemes,1100023,110002,78,RO,Norte
Guajará-Mirim,1100106,110010,19,RO,Norte
Jaru,1100114,110011,159,RO,Norte
Machadinho D'Oeste,1100130,110013,396,RO,Norte
Porto Velho,1100205,110020,35,RO,Norte
Rio Crespo,1100262,110026,647,RO,Norte
Nova Mamoré,1100338,110033,434,RO,Norte
Alto Paraíso,1100403,110040,639,RO,Norte
Buritis,1100452,110045,779,RO,Norte
Cacaulândia,1100601,110060,620,RO,Norte
Campo Novo de Rondônia,1100700,110070,671,RO,Norte
Candeias do Jamari,1100809,110080,477,RO,Norte
Cujubim,1100940,110094,680,RO,Norte
Governador Jorge Teixeira,1101005,110100,612,RO,Norte
Itapuã do Oeste,1101104,110110,493,RO,Norte
Monte Negro,1101401,110140,663,RO,Norte
Theobroma,1101609,110160,590,RO,Norte
Vale do Anari,1101757,110175,698,RO,Norte
Acrelândia,1200013,120001,1120,AC,Norte
Assis Brasil,1200054,120005,1570,AC,Norte
Brasiléia,1200104,120010,1058,AC,Norte
Bujari,1200138,120013,1007,AC,Norte
Capixaba,1200179,120017,1015,AC,Norte
Cruzeiro do Sul,1200203,120020,1074,AC,Norte
Epitaciolândia,1200252,120025,1112,AC,Norte
Feijó,1200302,120030,1139,AC,Norte
Jordão,1200328,120032,1104,AC,Norte
Mâncio Lima,1200336,120033,1090,AC,Norte
Manoel Urbano,1200344,120034,1554,AC,Norte
Marechal Thaumaturgo,1200351,120035,1040,AC,Norte
Plácido de Castro,1200385,120038,1511,AC,Norte
Porto Walter,1200393,120039,1066,AC,Norte
Rio Branco,1200401,120040,1392,AC,Norte
Rodrigues Alves,1200427,120042,1082,AC,Norte
Santa Rosa do Purus,1200435,120043,1031,AC,Norte
Senador Guiomard,1200450,120045,1538,AC,Norte
Sena Madureira,1200500,120050,1457,AC,Norte
Tarauacá,1200609,120060,1473,AC,Norte
Xapuri,1200708,120070,1490,AC,Norte
Porto Acre,1200807,120080,1023,AC,Norte
Alvarães,1300029,130002,2895,AM,Norte
Amaturá,1300060,130006,2917,AM,Norte
Anamã,1300086,130008,2933,AM,Norte
Anori,1300102,130010,2038,AM,Norte
Apuí,1300144,130014,2003,AM,Norte
Atalaia do Norte,1300201,130020,2054,AM,Norte
Autazes,1300300,130030,2070,AM,Norte
Barcelos,1300409,130040,2097,AM,Norte
Barreirinha,1300508,130050,2119,AM,Norte
Benjamin Constant,1300607,130060,2135,AM,Norte
Beruri,1300631,130063,2950,AM,Norte
Boa Vista do Ramos,1300680,130068,2976,AM,Norte
Boca do Acre,1300706,130070,2151,AM,Norte
Borba,1300805,130080,2178,AM,Norte
Caapiranga,1300839,130083,2992,AM,Norte
Canutama,1300904,130090,2194,AM,Norte
Carauari,1301001,130100,2216,AM,Norte
Careiro,1301100,130110,2232,AM,Norte
Careiro da Várzea,1301159,130115,2046,AM,Norte
Coari,1301209,130120,2259,AM,Norte
Codajás,1301308,130130,2275,AM,Norte
Eirunepé,1301407,130140,2291,AM,Norte
Envira,1301506,130150,2313,AM,Norte
Fonte Boa,1301605,130160,2330,AM,Norte
Guajará,1301654,130165,2020,AM,Norte
Humaitá,1301704,130170,2356,AM,Norte
Ipixuna,1301803,130180,2399,AM,Norte
Iranduba,1301852,130185,98353,AM,Norte
Itacoatiara,1301902,130190,2410,AM,Norte
Itamarati,1301951,130195,98370,AM,Norte
Itapiranga,1302009,130200,2437,AM,Norte
Japurá,1302108,130210,2453,AM,Norte
Juruá,1302207,130220,2470,AM,Norte
Jutaí,1302306,130230,2496,AM,Norte
Lábrea,1302405,130240,2518,AM,Norte
Manacapuru,1302504,130250,2534,AM,Norte
Manaquiri,1302553,130255,98396,AM,Norte
Manaus,1302603,130260,2550,AM,Norte
Manicoré,1302702,130270,2577,AM,Norte
Maraã,1302801,130280,2593,AM,Norte
Maués,1302900,130290,2615,AM,Norte
Nhamundá,1303007,130300,2631,AM,Norte
Nova Olinda do Norte,1303106,130310,2658,AM,Norte
Novo Airão,1303205,130320,2011,AM,Norte
Novo Aripuanã,1303304,130330,2674,AM,Norte
Parintins,1303403,130340,2690,AM,Norte
Pauini,1303502,130350,2712,AM,Norte
Presidente Figueiredo,1303536,130353,98418,AM,Norte
Rio Preto da Eva,1303569,130356,98434,AM,Norte
Santa Isabel do Rio Negro,1303601,130360,2372,AM,Norte
Santo Antônio do Içá,1303700,130370,2739,AM,Norte
São Gabriel da Cachoeira,1303809,130380,2836,AM,Norte
São Paulo de Olivença,1303908,130390,2755,AM,Norte
São Sebastião do Uatumã,1303957,130395,98450,AM,Norte
Silves,1304005,130400,2771,AM,Norte
Tabatinga,1304062,130406,98477,AM,Norte
Tapauá,1304104,130410,2798,AM,Norte
Tefé,1304203,130420,2810,AM,Norte
Tonantins,1304237,130423,98515,AM,Norte
Uarini,1304260,130426,98493,AM,Norte
Urucará,1304302,130430,2852,AM,Norte
Urucurituba,1304401,130440,2879,AM,Norte
Amajari,1400027,140002,3042,RR,Norte
Alto Alegre,1400050,140005,3050,RR,Norte
Boa Vista,1400100,140010,3018,RR,Norte
Bonfim,1400159,140015,3077,RR,Norte
Cantá,1400175,140017,3069,RR,Norte
Caracaraí,1400209,140020,3034,RR,Norte
Caroebe,1400233,140023,3000,RR,Norte
Iracema,1400282,140028,3026,RR,Norte
Mucajaí,1400308,140030,3093,RR,Norte
Normandia,1400407,140040,3115,RR,Norte
Pacaraima,1400456,140045,3123,RR,Norte
Rorainópolis,1400472,140047,3085,RR,Norte
São João da Baliza,1400506,140050,3131,RR,Norte
São Luiz,1400605,140060,3158,RR,Norte
Uiramutã,1400704,140070,3107,RR,Norte
Abaetetuba,1500107,150010,4014,PA,Norte
Abel Figueiredo,1500131,150013,4502,PA,Norte
Acará,1500206,150020,4030,PA,Norte
Afuá,1500305,150030,4057,PA,Norte
Água Azul do Norte,1500347,150034,4260,PA,Norte
Alenquer,1500404,150040,4073,PA,Norte
Almeirim,1500503,150050,4090,PA,Norte
Altamira,1500602,150060,4111,PA,Norte
Anajás,1500701,150070,4138,PA,Norte
Ananindeua,1500800,150080,4154,PA,Norte
Anapu,1500859,150085,4723,PA,Norte
Aveiro,1501006,150100,4197,PA,Norte
Bagre,1501105,150110,4219,PA,Norte
Baião,1501204,150120,4235,PA,Norte
Bannach,1501253,150125,4588,PA,Norte
Barcarena,1501303,150130,4251,PA,Norte
Belém,1501402,150140,4278,PA,Norte
Belterra,1501451,150145,4804,PA,Norte
Benevides,1501501,150150,4294,PA,Norte
Bom Jesus do Tocantins,1501576,150157,4049,PA,Norte
Brasil Novo,1501725,150172,4227,PA,Norte
Brejo Grande do Araguaia,1501758,150175,5932,PA,Norte
Breu Branco,1501782,150178,4448,PA,Norte
Breves,1501808,150180,4359,PA,Norte
Bujaru,1501907,150190,4375,PA,Norte
Cachoeira do Arari,1502004,150200,4391,PA,Norte
Cametá,1502103,150210,4413,PA,Norte
Canaã dos Carajás,1502152,150215,4707,PA,Norte
Chaves,1502509,150250,4499,PA,Norte
Colares,1502608,150260,4510,PA,Norte
Conceição do Araguaia,1502707,150270,4537,PA,Norte
Concórdia do Pará,1502756,150275,5819,PA,Norte
Cumaru do Norte,1502764,150276,4529,PA,Norte
Curionópolis,1502772,150277,5851,PA,Norte
Curralinho,1502806,150280,4553,PA,Norte
Curuá,1502855,150285,4740,PA,Norte
Eldorado do Carajás,1502954,150295,4120,PA,Norte
Faro,1503002,150300,4596,PA,Norte
Floresta do Araguaia,1503044,150304,4561,PA,Norte
Goianésia do Pará,1503093,150309,4006,PA,Norte
Gurupá,1503101,150310,4618,PA,Norte
Igarapé-Miri,1503309,150330,4650,PA,Norte
Itaituba,1503606,150360,4715,PA,Norte
Itupiranga,1503705,150370,4731,PA,Norte
Jacareacanga,1503754,150375,4200,PA,Norte
Jacundá,1503804,150380,4758,PA,Norte
Juruti,1503903,150390,4774,PA,Norte
Limoeiro do Ajuru,1504000,150400,4790,PA,Norte
Marabá,1504208,150420,4839,PA,Norte
Marituba,1504422,150442,4642,PA,Norte
Medicilândia,1504455,150445,5770,PA,Norte
Melgaço,1504505,150450,4898,PA,Norte
Mocajuba,1504604,150460,4910,PA,Norte
Moju,1504703,150470,4936,PA,Norte
Mojuí dos Campos,1504752,150475,4863,PA,Norte
Monte Alegre,1504802,150480,4952,PA,Norte
Muaná,1504901,150490,4979,PA,Norte
Nova Ipixuna,1504976,150497,4600,PA,Norte
Novo Progresso,1505031,150503,4383,PA,Norte
Novo Repartimento,1505064,150506,4421,PA,Norte
Óbidos,1505106,150510,5010,PA,Norte
Oeiras do Pará,1505205,150520,5037,PA,Norte
Oriximiná,1505304,150530,5053,PA,Norte
Ourilândia do Norte,1505437,150543,5959,PA,Norte
Pacajá,1505486,150548,5916,PA,Norte
Palestina do Pará,1505494,150549,4162,PA,Norte
Parauapebas,1505536,150553,5835,PA,Norte
Pau D'Arco,1505551,150555,4308,PA,Norte
Piçarra,1505635,150563,4782,PA,Norte
Placas,1505650,150565,4626,PA,Norte
Ponta de Pedras,1505700,150570,5134,PA,Norte
Portel,1505809,150580,5150,PA,Norte
Porto de Moz,1505908,150590,5177,PA,Norte
Prainha,1506005,150600,5193,PA,Norte
Redenção,1506138,150613,5673,PA,Norte
Rio Maria,1506161,150616,5690,PA,Norte
Rondon do Pará,1506187,150618,5738,PA,Norte
Rurópolis,1506195,150619,5894,PA,Norte
Salvaterra,1506302,150630,5258,PA,Norte
Santa Bárbara do Pará,1506351,150635,4243,PA,Norte
Santa Cruz do Arari,1506401,150640,5274,PA,Norte
Santa Isabel do Pará,1506500,150650,5290,PA,Norte
Santa Maria das Barreiras,1506583,150658,5991,PA,Norte
Santana do Araguaia,1506708,150670,5339,PA,Norte
Santarém,1506807,150680,5355,PA,Norte
Santo Antônio do Tauá,1507003,150700,5398,PA,Norte
São Caetano de Odivelas,1507102,150710,5410,PA,Norte
São Domingos do Araguaia,1507151,150715,4464,PA,Norte
São Félix do Xingu,1507300,150730,5452,PA,Norte
São Geraldo do Araguaia,1507458,150745,5797,PA,Norte
São João do Araguaia,1507508,150750,5495,PA,Norte
São Sebastião da Boa Vista,1507706,150770,5533,PA,Norte
Sapucaia,1507755,150775,4847,PA,Norte
Senador José Porfírio,1507805,150780,5550,PA,Norte
Soure,1507904,150790,5576,PA,Norte
Tailândia,1507953,150795,4022,PA,Norte
Terra Santa,1507979,150797,4367,PA,Norte
Tomé-Açu,1508001,150800,5592,PA,Norte
Trairão,1508050,150805,4286,PA,Norte
Tucumã,1508084,150808,4081,PA,Norte
Tucuruí,1508100,150810,5614,PA,Norte
Uruará,1508159,150815,5754,PA,Norte
Vigia,1508209,150820,5630,PA,Norte
Vitória do Xingu,1508357,150835,4405,PA,Norte
Xinguara,1508407,150840,5711,PA,Norte
Serra do Navio,1600055,160005,6106,AP,Norte
Amapá,1600105,160010,6017,AP,Norte
Pedra Branca do Amapari,1600154,160015,6084,AP,Norte
Calçoene,1600204,160020,6033,AP,Norte
Cutias,1600212,160021,6068,AP,Norte
Ferreira Gomes,1600238,160023,6114,AP,Norte
Itaubal,1600253,160025,6041,AP,Norte
Laranjal do Jari,1600279,160027,6130,AP,Norte
Macapá,1600303,160030,6050,AP,Norte
Mazagão,1600402,160040,6076,AP,Norte
Oiapoque,1600501,160050,6092,AP,Norte
Porto Grande,1600535,160053,6025,AP,Norte
Pracuúba,1600550,160055,6009,AP,Norte
Santana,1600600,160060,6157,AP,Norte
Tartarugalzinho,1600709,160070,6173,AP,Norte
Vitória do Jari,1600808,160080,6122,AP,Norte
Afonso Cunha,2100105,210010,7013,MA,Nordeste
Aldeias Altas,2100303,210030,7056,MA,Nordeste
Buriti Bravo,2102309,210230,7439,MA,Nordeste
Caxias,2103000,210300,7579,MA,Nordeste
Codó,2103307,210330,7633,MA,Nordeste
Coelho Neto,2103406,210340,7650,MA,Nordeste
Coroatá,2103604,210360,7692,MA,Nordeste
Duque Bacelar,2103901,210390,7757,MA,Nordeste
Matões,2106607,210660,8311,MA,Nordeste
Parnarama,2107803,210780,8559,MA,Nordeste
Peritoró,2108454,210845,8087,MA,Nordeste
São João do Soter,2111078,211107,8346,MA,Nordeste
Timbiras,2112100,211210,9350,MA,Nordeste
Timon,2112209,211220,9377,MA,Nordeste
Alvorada do Gurguéia,2200459,220045,12084,PI,Nordeste
Anísio de Abreu,2200707,220070,10138,PI,Nordeste
Avelino Lopes,2201101,220110,10219,PI,Nordeste
Barreiras do Piauí,2201309,220130,10251,PI,Nordeste
Bom Jesus,2201903,220190,10375,PI,Nordeste
Bonfim do Piauí,2201929,220192,10081,PI,Nordeste
Campo Alegre do Fidalgo,2202117,220211,12351,PI,Nordeste
Capitão Gervásio Oliveira,2202455,220245,10707,PI,Nordeste
Caracol,2202505,220250,10499,PI,Nordeste
Colônia do Gurguéia,2202752,220275,10200,PI,Nordeste
Coronel José Dias,2202851,220285,10243,PI,Nordeste
Corrente,2202901,220290,10570,PI,Nordeste
Cristalândia do Piauí,2203008,220300,10596,PI,Nordeste
Cristino Castro,2203107,220310,10618,PI,Nordeste
Curimatá,2203206,220320,10634,PI,Nordeste
Currais,2203230,220323,10766,PI,Nordeste
Dirceu Arcoverde,2203354,220335,12297,PI,Nordeste
Dom Inocêncio,2203453,220345,10685,PI,Nordeste
Fartura do Piauí,2203750,220375,10260,PI,Nordeste
Gilbués,2204402,220440,10871,PI,Nordeste
Guaribas,2204550,220455,10804,PI,Nordeste
João Costa,2205359,220535,12386,PI,Nordeste
Júlio Borges,2205524,220552,12203,PI,Nordeste
Jurema,2205532,220553,10847,PI,Nordeste
Lagoa do Barro do Piauí,2205565,220556,10340,PI,Nordeste
Monte Alegre do Piauí,2206605,220660,11312,PI,Nordeste
Morro Cabeça no Tempo,2206654,220665,10880,PI,Nordeste
Palmeira do Piauí,2207405,220740,11479,PI,Nordeste
Parnaguá,2207603,220760,11517,PI,Nordeste
Pedro Laurentino,2207934,220793,12491,PI,Nordeste
Nova Santa Rita,2207959,220795,10960,PI,Nordeste
Redenção do Gurguéia,2208700,220870,11738,PI,Nordeste
Riacho Frio,2208858,220885,12300,PI,Nordeste
Ribeira do Piauí,2208874,220887,12602,PI,Nordeste
Santa Filomena,2209203,220920,11835,PI,Nordeste
Santa Luz,2209302,220930,11851,PI,Nordeste
São Braz do Piauí,2209559,220955,10502,PI,Nordeste
São Gonçalo do Gurguéia,2209757,220975,12610,PI,Nordeste
São João do Piauí,2210003,221000,11991,PI,Nordeste
São Lourenço do Piauí,2210359,221035,10561,PI,Nordeste
São Raimundo Nonato,2210607,221060,12114,PI,Nordeste
Sebastião Barros,2210623,221062,12041,PI,Nordeste
Várzea Branca,2211357,221135,10588,PI,Nordeste
Acopiara,2300309,230030,13056,CE,Nordeste
Ararendá,2301257,230125,13420,CE,Nordeste
Arneiroz,2301505,230150,13293,CE,Nordeste
Baixio,2301802,230180,13358,CE,Nordeste
Cariús,2303303,230330,13650,CE,Nordeste
Catarina,2303600,230360,13714,CE,Nordeste
Cedro,2303808,230380,13757,CE,Nordeste
Crateús,2304103,230410,13838,CE,Nordeste
Icó,2305407,230540,14095,CE,Nordeste
Iguatu,2305506,230550,14117,CE,Nordeste
Independência,2305605,230560,14133,CE,Nordeste
Ipaporanga,2305654,230565,13340,CE,Nordeste
Ipaumirim,2305704,230570,14150,CE,Nordeste
Jucás,2307403,230740,14494,CE,Nordeste
Mombaça,2308500,230850,14710,CE,Nordeste
Monsenhor Tabosa,2308609,230860,14737,CE,Nordeste
Nova Russas,2309300,230930,14877,CE,Nordeste
Novo Oriente,2309409,230940,14893,CE,Nordeste
Orós,2309508,230950,14915,CE,Nordeste
Parambu,2310308,231030,15075,CE,Nordeste
Piquet Carneiro,2310902,231090,15199,CE,Nordeste
Poranga,2311009,231100,15210,CE,Nordeste
Quiterianópolis,2311264,231126,13102,CE,Nordeste
Quixelô,2311355,231135,98531,CE,Nordeste
Saboeiro,2311900,231190,15393,CE,Nordeste
Tamboril,2313203,231320,15652,CE,Nordeste
Tauá,2313302,231330,15679,CE,Nordeste
Umari,2313708,231370,15750,CE,Nordeste
Acari,2400109,240010,16012,RN,Nordeste
Bodó,2401651,240165,16101,RN,Nordeste
Caicó,2402006,240200,16390,RN,Nordeste
Carnaúba dos Dantas,2402402,240240,16470,RN,Nordeste
Cerro Corá,2402709,240270,16535,RN,Nordeste
Cruzeta,2403004,240300,16594,RN,Nordeste
Currais Novos,2403103,240310,16616,RN,Nordeste
Equador,2403400,240340,16675,RN,Nordeste
Florânia,2403806,240380,16756,RN,Nordeste
Ipueira,2404804,240480,16934,RN,Nordeste
Jardim de Piranhas,2405603,240560,17094,RN,Nordeste
Jardim do Seridó,2405702,240570,17116,RN,Nordeste
Jucurutu,2406106,240610,17191,RN,Nordeste
Lagoa Nova,2406502,240650,17299,RN,Nordeste
Ouro Branco,2408508,240850,17698,RN,Nordeste
Parelhas,2408904,240890,17779,RN,Nordeste
Santana do Seridó,2411429,241142,18252,RN,Nordeste
São Fernando,2411809,241180,18350,RN,Nordeste
São João do Sabugi,2412104,241210,18392,RN,Nordeste
São José do Seridó,2412401,241240,18457,RN,Nordeste
São Vicente,2413003,241300,18570,RN,Nordeste
Serra Negra do Norte,2413409,241340,18651,RN,Nordeste
Tenente Laurentino Cruz,2414159,241415,16004,RN,Nordeste
Timbaúba dos Batistas,2414308,241430,18830,RN,Nordeste
São João do Rio do Peixe,2500700,250070,19135,PB,Nordeste
Aparecida,2500775,250077,19844,PB,Nordeste
Bernardino Batista,2502052,250205,19500,PB,Nordeste
Bom Jesus,2502201,250220,19453,PB,Nordeste
Bonito de Santa Fé,2502409,250240,19496,PB,Nordeste
Cachoeira dos Índios,2503308,250330,19674,PB,Nordeste
Cajazeiras,2503704,250370,19755,PB,Nordeste
Carrapateira,2504108,250410,19836,PB,Nordeste
Lastro,2508406,250840,20699,PB,Nordeste
Marizópolis,2509156,250915,19461,PB,Nordeste
Monte Horebe,2509602,250960,20931,PB,Nordeste
Nazarezinho,2510006,251000,21016,PB,Nordeste
Poço Dantas,2512036,251203,19640,PB,Nordeste
Poço de José de Moura,2512077,251207,19526,PB,Nordeste
Santa Cruz,2513208,251320,21652,PB,Nordeste
Santa Helena,2513307,251330,21679,PB,Nordeste
Joca Claudino,2513653,251365,19666,PB,Nordeste
São Francisco,2513984,251398,19860,PB,Nordeste
São José da Lagoa Tapada,2514206,251420,21857,PB,Nordeste
São José de Piranhas,2514503,251450,21911,PB,Nordeste
Serra Grande,2515708,251570,22152,PB,Nordeste
Sousa,2516201,251620,22250,PB,Nordeste
Triunfo,2516805,251680,22373,PB,Nordeste
Uiraúna,2516904,251690,22390,PB,Nordeste
Vieirópolis,2517209,251720,19887,PB,Nordeste
Afogados da Ingazeira,2600104,260010,23019,PE,Nordeste
Afrânio,2600203,260020,23035,PE,Nordeste
Araripina,2601102,260110,23213,PE,Nordeste
Belém do São Francisco,2601607,260160,23310,PE,Nordeste
Betânia,2601805,260180,23353,PE,Nordeste
Bodocó,2602001,260200,23396,PE,Nordeste
Brejinho,2602506,260250,23493,PE,Nordeste
Cabrobó,2603009,260300,23590,PE,Nordeste
Calumbi,2603405,260340,23671,PE,Nordeste
Carnaíba,2603900,260390,23779,PE,Nordeste
Carnaubeira da Penha,2603926,260392,23167,PE,Nordeste
Cedro,2604304,260430,23850,PE,Nordeste
Dormentes,2605152,260515,23140,PE,Nordeste
Exu,2605301,260530,24058,PE,Nordeste
Flores,2605608,260560,24112,PE,Nordeste
Floresta,2605707,260570,24139,PE,Nordeste
Granito,2606309,260630,24252,PE,Nordeste
Iguaraci,2606903,260690,24376,PE,Nordeste
Ingazeira,2607109,260710,24414,PE,Nordeste
Ipubi,2607307,260730,24457,PE,Nordeste
Itacuruba,2607406,260740,24473,PE,Nordeste
Itapetim,2607703,260770,24538,PE,Nordeste
Jatobá,2608057,260805,23264,PE,Nordeste
Lagoa Grande,2608750,260875,23183,PE,Nordeste
Mirandiba,2609303,260930,24856,PE,Nordeste
Orocó,2609808,260980,24953,PE,Nordeste
Ouricuri,2609907,260990,24970,PE,Nordeste
Parnamirim,2610400,261040,25070,PE,Nordeste
Petrolândia,2611002,261100,25194,PE,Nordeste
Petrolina,2611101,261110,25216,PE,Nordeste
Quixaba,2611533,261153,23000,PE,Nordeste
Salgueiro,2612208,261220,25437,PE,Nordeste
Santa Cruz,2612455,261245,23108,PE,Nordeste
Santa Cruz da Baixa Verde,2612471,261247,23043,PE,Nordeste
Santa Filomena,2612554,261255,23329,PE,Nordeste
Santa Maria da Boa Vista,2612604,261260,25518,PE,Nordeste
Santa Terezinha,2612802,261280,25550,PE,Nordeste
São José do Belmonte,2613503,261350,25690,PE,Nordeste
São José do Egito,2613602,261360,25712,PE,Nordeste
Serra Talhada,2613909,261390,25771,PE,Nordeste
Serrita,2614006,261400,25798,PE,Nordeste
Moreilândia,2614303,261430,25852,PE,Nordeste
Solidão,2614402,261440,25879,PE,Nordeste
Tabira,2614600,261460,25917,PE,Nordeste
Tacaratu,2614808,261480,25950,PE,Nordeste
Terra Nova,2615201,261520,26034,PE,Nordeste
Trindade,2615607,261560,26115,PE,Nordeste
Triunfo,2615706,261570,26131,PE,Nordeste
Tuparetama,2615904,261590,26174,PE,Nordeste
Verdejante,2616100,261610,26212,PE,Nordeste
Andorinha,2901353,290135,33260,BA,Nordeste
Angical,2901403,290140,33278,BA,Nordeste
Antônio Gonçalves,2901809,290180,33359,BA,Nordeste
Baianópolis,2902500,290250,33499,BA,Nordeste
Barreiras,2903201,290320,33634,BA,Nordeste
Brejolândia,2904407,290440,33871,BA,Nordeste
Campo Alegre de Lourdes,2905909,290590,34177,BA,Nordeste
Campo Formoso,2906006,290600,34193,BA,Nordeste
Canápolis,2906105,290610,34215,BA,Nordeste
Casa Nova,2907202,290720,34436,BA,Nordeste
Catolândia,2907400,290740,34479,BA,Nordeste
Cocos,2908101,290810,34614,BA,Nordeste
Coribe,2909109,290910,34819,BA,Nordeste
Correntina,2909307,290930,34851,BA,Nordeste
Cotegipe,2909406,290940,34878,BA,Nordeste
Cristópolis,2909703,290970,34932,BA,Nordeste
Curaçá,2909901,290990,34975,BA,Nordeste
Filadélfia,2910859,291085,30910,BA,Nordeste
Formosa do Rio Preto,2911105,291110,35211,BA,Nordeste
Itiúba,2917003,291700,36412,BA,Nordeste
Jaborandi,2917359,291735,30678,BA,Nordeste
Jaguarari,2917706,291770,36552,BA,Nordeste
Juazeiro,2918407,291840,36692,BA,Nordeste
Luís Eduardo Magalhães,2919553,291955,30007,BA,Nordeste
Mansidão,2920452,292045,39772,BA,Nordeste
Pilão Arcado,2924405,292440,37893,BA,Nordeste
Pindobaçu,2924603,292460,37931,BA,Nordeste
Ponto Novo,2925253,292525,38067,BA,Nordeste
Remanso,2926004,292600,38210,BA,Nordeste
Riachão das Neves,2926202,292620,38253,BA,Nordeste
Santa Maria da Vitória,2928109,292810,38636,BA,Nordeste
Santana,2928208,292820,38652,BA,Nordeste
Santa Rita de Cássia,2928406,292840,35491,BA,Nordeste
São Desidério,2928901,292890,38776,BA,Nordeste
São Félix do Coribe,2929057,292905,38822,BA,Nordeste
Senhor do Bonfim,2930105,293010,39012,BA,Nordeste
Sento Sé,2930204,293020,39039,BA,Nordeste
Serra Dourada,2930303,293030,39055,BA,Nordeste
Sobradinho,2930774,293077,39985,BA,Nordeste
Tabocas do Brejo Velho,2930907,293090,39179,BA,Nordeste
Uauá,2932002,293200,39390,BA,Nordeste
Wanderley,2933455,293345,39993,BA,Nordeste
Abadia dos Dourados,3100104,310010,40010,MG,Sudeste
Araguari,3103504,310350,40690,MG,Sudeste
Araporã,3103751,310375,40029,MG,Sudeste
Cachoeira Dourada,3109808,310980,41955,MG,Sudeste
Campina Verde,3111101,311110,42218,MG,Sudeste
Canápolis,3111804,311180,42358,MG,Sudeste
Capinópolis,3112604,311260,42510,MG,Sudeste
Cascalho Rico,3115003,311500,42994,MG,Sudeste
Centralina,3115805,311580,43150,MG,Sudeste
Douradoquara,3123502,312350,44695,MG,Sudeste
Estrela do Sul,3124807,312480,44954,MG,Sudeste
Grupiara,3127909,312790,45578,MG,Sudeste
Gurinhatã,3129103,312910,45810,MG,Sudeste
Indianópolis,3130705,313070,46132,MG,Sudeste
Ipiaçu,3131406,313140,46272,MG,Sudeste
Iraí de Minas,3131604,313160,46310,MG,Sudeste
Ituiutaba,3134202,313420,46833,MG,Sudeste
Monte Alegre de Minas,3142809,314280,48550,MG,Sudeste
Monte Carmelo,3143104,314310,48615,MG,Sudeste
Prata,3152808,315280,50555,MG,Sudeste
Romaria,3156403,315640,51276,MG,Sudeste
Santa Vitória,3159803,315980,51950,MG,Sudeste
Tupaciguara,3169604,316960,53910,MG,Sudeste
Uberlândia,3170206,317020,54038,MG,Sudeste
Afonso Cláudio,3200102,320010,56014,ES,Sudeste
Águia Branca,3200136,320013,57991,ES,Sudeste
Água Doce do Norte,3200169,320016,56022,ES,Sudeste
Alegre,3200201,320020,56030,ES,Sudeste
Alfredo Chaves,3200300,320030,56057,ES,Sudeste
Alto Rio Novo,3200359,320035,56065,ES,Sudeste
Anchieta,3200409,320040,56073,ES,Sudeste
Apiacá,3200508,320050,56090,ES,Sudeste
Aracruz,3200607,320060,56111,ES,Sudeste
Atilio Vivacqua,3200706,320070,56138,ES,Sudeste
Baixo Guandu,3200805,320080,56154,ES,Sudeste
Barra de São Francisco,3200904,320090,56170,ES,Sudeste
Boa Esperança,3201001,320100,56197,ES,Sudeste
Bom Jesus do Norte,3201100,320110,56219,ES,Sudeste
Brejetuba,3201159,320115,56146,ES,Sudeste
Cachoeiro de Itapemirim,3201209,320120,56235,ES,Sudeste
Cariacica,3201308,320130,56251,ES,Sudeste
Castelo,3201407,320140,56278,ES,Sudeste
Colatina,3201506,320150,56294,ES,Sudeste
Conceição da Barra,3201605,320160,56316,ES,Sudeste
Conceição do Castelo,3201704,320170,56332,ES,Sudeste
Divino de São Lourenço,3201803,320180,56359,ES,Sudeste
Domingos Martins,3201902,320190,56375,ES,Sudeste
Dores do Rio Preto,3202009,320200,56391,ES,Sudeste
Ecoporanga,3202108,320210,56413,ES,Sudeste
Fundão,3202207,320220,56430,ES,Sudeste
Governador Lindenberg,3202256,320225,56308,ES,Sudeste
Guaçuí,3202306,320230,56456,ES,Sudeste
Guarapari,3202405,320240,56472,ES,Sudeste
Ibatiba,3202454,320245,57096,ES,Sudeste
Ibiraçu,3202504,320250,56499,ES,Sudeste
Ibitirama,3202553,320255,56502,ES,Sudeste
Iconha,3202603,320260,56510,ES,Sudeste
Irupi,3202652,320265,56049,ES,Sudeste
Itaguaçu,3202702,320270,56537,ES,Sudeste
Itapemirim,3202801,320280,56553,ES,Sudeste
Itarana,3202900,320290,56570,ES,Sudeste
Iúna,3203007,320300,56596,ES,Sudeste
Jaguaré,3203056,320305,57134,ES,Sudeste
Jerônimo Monteiro,3203106,320310,56618,ES,Sudeste
João Neiva,3203130,320313,56626,ES,Sudeste
Laranja da Terra,3203163,320316,57916,ES,Sudeste
Linhares,3203205,320320,56634,ES,Sudeste
Mantenópolis,3203304,320330,56650,ES,Sudeste
Marataízes,3203320,320332,56120,ES,Sudeste
Marechal Floriano,3203346,320334,56103,ES,Sudeste
Marilândia,3203353,320335,57070,ES,Sudeste
Mimoso do Sul,3203403,320340,56677,ES,Sudeste
Montanha,3203502,320350,56693,ES,Sudeste
Mucurici,3203601,320360,56715,ES,Sudeste
Muniz Freire,3203700,320370,56731,ES,Sudeste
Muqui,3203809,320380,56758,ES,Sudeste
Nova Venécia,3203908,320390,56774,ES,Sudeste
Pancas,3204005,320400,56790,ES,Sudeste
Pedro Canário,3204054,320405,57150,ES,Sudeste
