nome,id_municipio,id_municipio_6,id_municipio_tse,sigla_uf,nome_regiao
José Gonçalves de Minas,3136520,313652,42307,MG,Sudeste
Ladainha,3137007,313700,47392,MG,Sudeste
Leme do Prado,3138351,313835,40967,MG,Sudeste
Machacalis,3138906,313890,47775,MG,Sudeste
Malacacheta,3139201,313920,47830,MG,Sudeste
Mata Verde,3140555,314055,40428,MG,Sudeste
Medina,3141405,314140,48275,MG,Sudeste
Minas Novas,3141801,314180,48356,MG,Sudeste
Monte Formoso,3143153,314315,41084,MG,Sudeste
Nanuque,3144300,314430,48852,MG,Sudeste
Nova Módica,3144904,314490,48976,MG,Sudeste
Novo Cruzeiro,3145307,314530,49050,MG,Sudeste
Novo Oriente de Minas,3145356,314535,40509,MG,Sudeste
Ouro Verde de Minas,3146206,314620,49239,MG,Sudeste
Padre Paraíso,3146305,314630,49255,MG,Sudeste
Palmópolis,3146750,314675,40525,MG,Sudeste
Pavão,3148509,314850,49697,MG,Sudeste
Pedra Azul,3148707,314870,49735,MG,Sudeste
Pescador,3150000,315000,49999,MG,Sudeste
Ponto dos Volantes,3152170,315217,40584,MG,Sudeste
Poté,3152402,315240,50474,MG,Sudeste
Presidente Kubitschek,3153301,315330,50652,MG,Sudeste
Rio do Prado,3155108,315510,51012,MG,Sudeste
Rubim,3156601,315660,51314,MG,Sudeste
Salto da Divisa,3157104,315710,51411,MG,Sudeste
Santa Helena de Minas,3157658,315765,41505,MG,Sudeste
Santa Maria do Salto,3158102,315810,51616,MG,Sudeste
Santo Antônio do Itambé,3160207,316020,52035,MG,Sudeste
Santo Antônio do Jacinto,3160306,316030,52051,MG,Sudeste
São José do Divino,3163300,316330,52655,MG,Sudeste
Setubinha,3165552,316555,42404,MG,Sudeste
Senador Modestino Gonçalves,3165909,316590,53171,MG,Sudeste
Serra Azul de Minas,3166501,316650,53295,MG,Sudeste
Serra dos Aimorés,3166709,316670,53333,MG,Sudeste
Serro,3167103,316710,53414,MG,Sudeste
Teófilo Otoni,3168606,316860,53716,MG,Sudeste
Turmalina,3169703,316970,53937,MG,Sudeste
Umburatiba,3170305,317030,54054,MG,Sudeste
Veredinha,3171071,317107,42544,MG,Sudeste
Virgem da Lapa,3171600,317160,54330,MG,Sudeste
Aimorés,3101102,310110,40215,MG,Sudeste
Alpercata,3101805,310180,40355,MG,Sudeste
Cantagalo,3112059,311205,41823,MG,Sudeste
Capitão Andrade,3112653,311265,40061,MG,Sudeste
Central de Minas,3115706,311570,43133,MG,Sudeste
Coluna,3116803,311680,43354,MG,Sudeste
Conselheiro Pena,3118403,311840,43672,MG,Sudeste
Coroaci,3119203,311920,43834,MG,Sudeste
Cuparaque,3120839,312083,41980,MG,Sudeste
Divino das Laranjeiras,3122108,312210,44415,MG,Sudeste
Divinolândia de Minas,3122207,312220,44431,MG,Sudeste
Dom Joaquim,3122603,312260,44512,MG,Sudeste
Dores de Guanhães,3123106,312310,44610,MG,Sudeste
Engenheiro Caldas,3123700,312370,44733,MG,Sudeste
Fernandes Tourinho,3125804,312580,45152,MG,Sudeste
Frei Inocêncio,3126901,312690,45373,MG,Sudeste
Frei Lagonegro,3126950,312695,42064,MG,Sudeste
Galiléia,3127305,312730,45454,MG,Sudeste
Goiabeira,3127370,312737,42145,MG,Sudeste
Gonzaga,3127503,312750,45497,MG,Sudeste
Governador Valadares,3127701,312770,45535,MG,Sudeste
Guanhães,3128006,312800,45594,MG,Sudeste
Itabirinha,3131802,313180,46353,MG,Sudeste
Itanhomi,3133204,313320,46639,MG,Sudeste
Itueta,3134103,313410,46817,MG,Sudeste
Jampruca,3135076,313507,40304,MG,Sudeste
José Raydan,3136553,313655,42323,MG,Sudeste
Mantena,3139607,313960,47910,MG,Sudeste
Marilac,3140100,314010,48011,MG,Sudeste
Materlândia,3140605,314060,48119,MG,Sudeste
Mendes Pimentel,3141504,314150,48291,MG,Sudeste
Nacip Raydan,3144201,314420,48836,MG,Sudeste
Nova Belém,3144672,314467,41149,MG,Sudeste
Paulistas,3148400,314840,49670,MG,Sudeste
Peçanha,3148608,314860,49719,MG,Sudeste
Resplendor,3154309,315430,50857,MG,Sudeste
Rio Vermelho,3156007,315600,51195,MG,Sudeste
Sabinópolis,3156809,315680,51357,MG,Sudeste
Santa Efigênia de Minas,3157500,315750,51497,MG,Sudeste
Santa Maria do Suaçuí,3158201,315820,51632,MG,Sudeste
Santa Rita do Itueto,3159506,315950,51896,MG,Sudeste
São Félix de Minas,3161056,316105,41564,MG,Sudeste
São Geraldo da Piedade,3161601,316160,52310,MG,Sudeste
São Geraldo do Baixio,3161650,316165,41580,MG,Sudeste
São João do Manteninha,3162575,316257,40746,MG,Sudeste
São João Evangelista,3162807,316280,52558,MG,Sudeste
São José da Safira,3163003,316300,52590,MG,Sudeste
São José do Jacuri,3163508,316350,52698,MG,Sudeste
São Pedro do Suaçuí,3164100,316410,52817,MG,Sudeste
São Sebastião do Maranhão,3164506,316450,52892,MG,Sudeste
Sardoá,3165503,316550,53090,MG,Sudeste
Senhora do Porto,3166105,316610,53210,MG,Sudeste
Sobrália,3167707,316770,53538,MG,Sudeste
Tarumirim,3168408,316840,53678,MG,Sudeste
Tumiritinga,3169505,316950,53899,MG,Sudeste
Mathias Lobato,3171501,317150,54313,MG,Sudeste
Virginópolis,3171808,317180,54372,MG,Sudeste
Virgolândia,3171907,317190,54399,MG,Sudeste
Açucena,3100500,310050,40096,MG,Sudeste
Alvarenga,3102209,310220,40436,MG,Sudeste
Antônio Dias,3103009,310300,40592,MG,Sudeste
Bela Vista de Minas,3106002,310600,41190,MG,Sudeste
Belo Oriente,3106309,310630,41254,MG,Sudeste
Bom Jesus do Galho,3107802,310780,41556,MG,Sudeste
Braúnas,3108800,310880,41750,MG,Sudeste
Bugre,3109253,310925,41769,MG,Sudeste
Caratinga,3113404,311340,42676,MG,Sudeste
Coronel Fabriciano,3119401,311940,43877,MG,Sudeste
Córrego Novo,3120003,312000,43990,MG,Sudeste
Dionísio,3121803,312180,44350,MG,Sudeste
Dom Cavati,3122504,312250,44490,MG,Sudeste
Entre Folhas,3123858,312385,40185,MG,Sudeste
Iapu,3129301,312930,45853,MG,Sudeste
Imbé de Minas,3130556,313055,42226,MG,Sudeste
Inhapim,3130903,313090,46175,MG,Sudeste
Ipaba,3131158,313115,40266,MG,Sudeste
Ipatinga,3131307,313130,46256,MG,Sudeste
Jaguaraçu,3135001,313500,46990,MG,Sudeste
Joanésia,3136108,313610,47210,MG,Sudeste
João Monlevade,3136207,313620,47236,MG,Sudeste
Marliéria,3140308,314030,48054,MG,Sudeste
Mesquita,3141702,314170,48330,MG,Sudeste
Naque,3144359,314435,40487,MG,Sudeste
Nova Era,3144706,314470,48933,MG,Sudeste
Periquito,3149952,314995,40568,MG,Sudeste
Piedade de Caratinga,3150158,315015,41343,MG,Sudeste
Pingo-d'Água,3150539,315053,41360,MG,Sudeste
Raul Soares,3154002,315400,50792,MG,Sudeste
Rio Piracicaba,3155702,315570,51136,MG,Sudeste
Santa Bárbara do Leste,3157252,315725,40649,MG,Sudeste
Santana do Paraíso,3158953,315895,40681,MG,Sudeste
Santa Rita de Minas,3159357,315935,40665,MG,Sudeste
São Domingos das Dores,3160959,316095,41548,MG,Sudeste
São Domingos do Prata,3161007,316100,52191,MG,Sudeste
São Gonçalo do Rio Abaixo,3161908,316190,52370,MG,Sudeste
São João do Oriente,3162609,316260,52515,MG,Sudeste
São José do Goiabal,3163409,316340,52671,MG,Sudeste
São Sebastião do Anta,3164472,316447,42366,MG,Sudeste
Timóteo,3168705,316870,53732,MG,Sudeste
Ubaporanga,3170057,317005,40860,MG,Sudeste
Vargem Alegre,3170578,317057,40908,MG,Sudeste
Vermelho Novo,3171154,317115,42560,MG,Sudeste
Abre Campo,3100302,310030,40053,MG,Sudeste
Acaiaca,3100401,310040,40070,MG,Sudeste
Além Paraíba,3101508,310150,40290,MG,Sudeste
Alto Caparaó,3102050,310205,41661,MG,Sudeste
Alvinópolis,3102308,310230,40452,MG,Sudeste
Amparo do Serra,3102506,310250,40495,MG,Sudeste
Andrelândia,3102803,310280,40550,MG,Sudeste
Antônio Prado de Minas,3103108,310310,40614,MG,Sudeste
Aracitaba,3103306,310330,40657,MG,Sudeste
Arantina,3103603,310360,40711,MG,Sudeste
Araponga,3103702,310370,40738,MG,Sudeste
Argirita,3104403,310440,40878,MG,Sudeste
Astolfo Dutra,3104601,310460,40916,MG,Sudeste
Barão de Monte Alto,3105509,310550,41092,MG,Sudeste
Barra Longa,3105707,310570,41130,MG,Sudeste
Belmiro Braga,3106101,310610,41211,MG,Sudeste
Bias Fortes,3106804,310680,41351,MG,Sudeste
Bicas,3106903,310690,41378,MG,Sudeste
Bocaina de Minas,3107208,310720,41432,MG,Sudeste
Bom Jardim de Minas,3107505,310750,41491,MG,Sudeste
Brás Pires,3108701,310870,41734,MG,Sudeste
Caiana,3110103,311010,42013,MG,Sudeste
Cajuri,3110202,311020,42030,MG,Sudeste
Canaã,3111705,311170,42331,MG,Sudeste
Caparaó,3112109,311210,42412,MG,Sudeste
Caputira,3112901,311290,42579,MG,Sudeste
Carangola,3113305,311330,42650,MG,Sudeste
Cataguases,3115300,311530,43052,MG,Sudeste
Chácara,3115904,311590,43176,MG,Sudeste
Chalé,3116001,311600,43192,MG,Sudeste
Chiador,3116209,311620,43230,MG,Sudeste
Coimbra,3116704,311670,43338,MG,Sudeste
Conceição de Ipanema,3117405,311740,43478,MG,Sudeste
Coronel Pacheco,3119609,311960,43915,MG,Sudeste
Descoberto,3121308,312130,44253,MG,Sudeste
Diogo de Vasconcelos,3121704,312170,44334,MG,Sudeste
Divinésia,3121902,312190,44377,MG,Sudeste
Divino,3122009,312200,44393,MG,Sudeste
Dom Silvério,3122702,312270,44539,MG,Sudeste
Dona Eusébia,3122900,312290,44571,MG,Sudeste
Dores do Turvo,3123304,312330,44652,MG,Sudeste
Durandé,3123528,312352,40169,MG,Sudeste
Ervália,3124005,312400,44792,MG,Sudeste
Espera Feliz,3124203,312420,44830,MG,Sudeste
Estrela Dalva,3124609,312460,44911,MG,Sudeste
Eugenópolis,3124906,312490,44970,MG,Sudeste
Ewbank da Câmara,3125002,312500,44997,MG,Sudeste
Faria Lemos,3125309,312530,45055,MG,Sudeste
Fervedouro,3125952,312595,40207,MG,Sudeste
Goianá,3127388,312738,42161,MG,Sudeste
Guaraciaba,3128204,312820,45632,MG,Sudeste
Guarani,3128402,312840,45675,MG,Sudeste
Guarará,3128501,312850,45691,MG,Sudeste
Guidoval,3128808,312880,45756,MG,Sudeste
Guiricema,3129004,312900,45799,MG,Sudeste
Ipanema,3131208,313120,46230,MG,Sudeste
Itamarati de Minas,3132602,313260,46515,MG,Sudeste
Jequeri,3135506,313550,47090,MG,Sudeste
Juiz de Fora,3136702,313670,47333,MG,Sudeste
Lajinha,3137700,313770,47538,MG,Sudeste
Laranjal,3138005,313800,47597,MG,Sudeste
Leopoldina,3138401,313840,47678,MG,Sudeste
Liberdade,3138500,313850,47694,MG,Sudeste
Lima Duarte,3138609,313860,47716,MG,Sudeste
Luisburgo,3138674,313867,40983,MG,Sudeste
Manhuaçu,3139409,313940,47872,MG,Sudeste
Manhumirim,3139508,313950,47899,MG,Sudeste
Mar de Espanha,3139805,313980,47953,MG,Sudeste
Maripá de Minas,3140209,314020,48038,MG,Sudeste
Martins Soares,3140530,314053,41041,MG,Sudeste
Matias Barbosa,3140803,314080,48151,MG,Sudeste
Matipó,3140902,314090,48178,MG,Sudeste
Mercês,3141603,314160,48313,MG,Sudeste
Miradouro,3142106,314210,48410,MG,Sudeste
Miraí,3142205,314220,48437,MG,Sudeste
Muriaé,3143906,314390,48771,MG,Sudeste
Mutum,3144003,314400,48798,MG,Sudeste
Olaria,3145406,314540,49077,MG,Sudeste
Oliveira Fortes,3145703,314570,49131,MG,Sudeste
Oratórios,3145851,314585,41220,MG,Sudeste
Orizânia,3145877,314587,41246,MG,Sudeste
Paiva,3146602,314660,49310,MG,Sudeste
Palma,3146701,314670,49336,MG,Sudeste
Passa-Vinte,3147808,314780,49557,MG,Sudeste
Patrocínio do Muriaé,3148202,314820,49638,MG,Sudeste
Paula Cândido,3148301,314830,49654,MG,Sudeste
Pedra Bonita,3148756,314875,41327,MG,Sudeste
Pedra do Anta,3148806,314880,49751,MG,Sudeste
Pedra Dourada,3149002,314900,49794,MG,Sudeste
Pedro Teixeira,3149408,314940,49875,MG,Sudeste
Pequeri,3149507,314950,49891,MG,Sudeste
Piau,3150109,315010,50016,MG,Sudeste
Piedade de Ponte Nova,3150208,315020,50032,MG,Sudeste
Pirapetinga,3151107,315110,50210,MG,Sudeste
Piraúba,3151305,315130,50253,MG,Sudeste
Pocrane,3151909,315190,50377,MG,Sudeste
Ponte Nova,3152105,315210,50415,MG,Sudeste
Porto Firme,3152303,315230,50458,MG,Sudeste
Presidente Bernardes,3153103,315310,50610,MG,Sudeste
Alto Jequitibá,3153509,315350,50695,MG,Sudeste
Recreio,3154101,315410,50814,MG,Sudeste
Reduto,3154150,315415,41424,MG,Sudeste
Rio Casca,3154903,315490,50970,MG,Sudeste
Rio Doce,3155009,315500,50997,MG,Sudeste
Rio Novo,3155405,315540,51071,MG,Sudeste
Rio Pomba,3155801,315580,51152,MG,Sudeste
Rio Preto,3155900,315590,51179,MG,Sudeste
Rochedo de Minas,3156205,315620,51233,MG,Sudeste
Rodeiro,3156304,315630,51250,MG,Sudeste
Rosário da Limeira,3156452,315645,40622,MG,Sudeste
Santa Bárbara do Monte Verde,3157278,315727,41440,MG,Sudeste
Santa Cruz do Escalvado,3157401,315740,51470,MG,Sudeste
Santa Margarida,3157906,315790,51578,MG,Sudeste
Santana de Cataguases,3158409,315840,51675,MG,Sudeste
Santana do Deserto,3158607,315860,51713,MG,Sudeste
Santana do Manhuaçu,3158904,315890,51772,MG,Sudeste
Santa Rita de Jacutinga,3159308,315930,51853,MG,Sudeste
Santo Antônio do Aventureiro,3160009,316000,51993,MG,Sudeste
Santo Antônio do Grama,3160108,316010,52019,MG,Sudeste
Santos Dumont,3160702,316070,52132,MG,Sudeste
São Francisco do Glória,3161403,316140,52272,MG,Sudeste
São Geraldo,3161502,316150,52299,MG,Sudeste
São João do Manhuaçu,3162559,316255,40720,MG,Sudeste
São João Nepomuceno,3162906,316290,52574,MG,Sudeste
São José do Mantimento,3163607,316360,52710,MG,Sudeste
São Miguel do Anta,3163805,316380,52752,MG,Sudeste
São Pedro dos Ferros,3164001,316400,52795,MG,Sudeste
São Sebastião da Vargem Alegre,3164431,316443,42340,MG,Sudeste
Sem-Peixe,3165560,316556,40827,MG,Sudeste
Senador Cortes,3165602,316560,53112,MG,Sudeste
Senador Firmino,3165701,316570,53139,MG,Sudeste
Sericita,3166303,316630,53252,MG,Sudeste
Silveirânia,3167301,316730,53457,MG,Sudeste
Simão Pereira,3167509,316750,53490,MG,Sudeste
Simonésia,3167608,316760,53511,MG,Sudeste
Tabuleiro,3167905,316790,53570,MG,Sudeste
Taparuba,3168051,316805,42420,MG,Sudeste
Teixeiras,3168507,316850,53694,MG,Sudeste
Tocantins,3169000,316900,53791,MG,Sudeste
Tombos,3169208,316920,53830,MG,Sudeste
Ubá,3169901,316990,53970,MG,Sudeste
Urucânia,3170503,317050,54097,MG,Sudeste
Viçosa,3171303,317130,54275,MG,Sudeste
Vieiras,3171402,317140,54291,MG,Sudeste
Visconde do Rio Branco,3172004,317200,54410,MG,Sudeste
Volta Grande,3172103,317210,54437,MG,Sudeste
Alfredo Vasconcelos,3101631,310163,40002,MG,Sudeste
Alto Rio Doce,3102100,310210,40410,MG,Sudeste
Antônio Carlos,3102902,310290,40576,MG,Sudeste
Barbacena,3105608,310560,41114,MG,Sudeste
Barroso,3105905,310590,41173,MG,Sudeste
Belo Vale,3106408,310640,41270,MG,Sudeste
Capela Nova,3112208,311220,42439,MG,Sudeste
Caranaíba,3113107,311310,42617,MG,Sudeste
Carandaí,3113206,311320,42633,MG,Sudeste
Casa Grande,3114907,311490,42978,MG,Sudeste
Conceição da Barra de Minas,3115201,311520,43036,MG,Sudeste
Catas Altas da Noruega,3115409,311540,43079,MG,Sudeste
Cipotânea,3116308,311630,43257,MG,Sudeste
Congonhas,3118007,311800,43591,MG,Sudeste
Conselheiro Lafaiete,3118304,311830,43656,MG,Sudeste
Coronel Xavier Chaves,3119708,311970,43931,MG,Sudeste
Cristiano Otoni,3120409,312040,44075,MG,Sudeste
Desterro de Entre Rios,3121407,312140,44270,MG,Sudeste
Desterro do Melo,3121506,312150,44296,MG,Sudeste
Dores de Campos,3123007,312300,44598,MG,Sudeste
Entre Rios de Minas,3123908,312390,44776,MG,Sudeste
Ibertioga,3129400,312940,45870,MG,Sudeste
Itaverava,3133907,313390,46779,MG,Sudeste
Jeceaba,3135407,313540,47074,MG,Sudeste
Lagoa Dourada,3137403,313740,47473,MG,Sudeste
Lamim,3137908,313790,47570,MG,Sudeste
Madre de Deus de Minas,3139102,313910,47813,MG,Sudeste
Nazareno,3144508,314450,48895,MG,Sudeste
Ouro Branco,3145901,314590,49174,MG,Sudeste
Piedade do Rio Grande,3150307,315030,50059,MG,Sudeste
Piranga,3150802,315080,50156,MG,Sudeste
Prados,3152709,315270,50539,MG,Sudeste
Queluzito,3153806,315380,50750,MG,Sudeste
Resende Costa,3154200,315420,50830,MG,Sudeste
Ressaquinha,3154408,315440,50873,MG,Sudeste
Rio Espera,3155207,315520,51039,MG,Sudeste
Ritápolis,3156106,315610,51217,MG,Sudeste
Santa Bárbara do Tugúrio,3157302,315730,51454,MG,Sudeste
Santa Cruz de Minas,3157336,315733,41467,MG,Sudeste
Santana do Garambéu,3158706,315870,51730,MG,Sudeste
Santana dos Montes,3159100,315910,51810,MG,Sudeste
Santa Rita de Ibitipoca,3159407,315940,51870,MG,Sudeste
São Brás do Suaçuí,3160900,316090,52175,MG,Sudeste
São João del Rei,3162500,316250,52493,MG,Sudeste
São Tiago,3165008,316500,52990,MG,Sudeste
São Vicente de Minas,3165305,316530,53058,MG,Sudeste
Senhora de Oliveira,3166006,316600,53198,MG,Sudeste
Senhora dos Remédios,3166204,316620,53236,MG,Sudeste
Tiradentes,3168804,316880,53759,MG,Sudeste
Aguanil,3100807,310080,40150,MG,Sudeste
Alfenas,3101607,310160,40312,MG,Sudeste
Alpinópolis,3101904,310190,40371,MG,Sudeste
Alterosa,3102001,310200,40398,MG,Sudeste
Arceburgo,3104106,310410,40819,MG,Sudeste
Areado,3104304,310430,40851,MG,Sudeste
Boa Esperança,3107109,310710,41416,MG,Sudeste
Bom Jesus da Penha,3107604,310760,41513,MG,Sudeste
Bom Sucesso,3108008,310800,41599,MG,Sudeste
Cabo Verde,3109501,310950,41890,MG,Sudeste
Cambuquira,3110707,311070,42137,MG,Sudeste
Campanha,3110905,311090,42170,MG,Sudeste
Campo Belo,3111200,311120,42234,MG,Sudeste
Campo do Meio,3111309,311130,42250,MG,Sudeste
Campos Gerais,3111606,311160,42315,MG,Sudeste
Cana Verde,3111903,311190,42374,MG,Sudeste
Candeias,3112000,311200,42390,MG,Sudeste
Capetinga,3112406,311240,42471,MG,Sudeste
Capitólio,3112802,311280,42552,MG,Sudeste
Carmo da Cachoeira,3113909,311390,42773,MG,Sudeste
Carmo do Rio Claro,3114402,311440,42870,MG,Sudeste
Carrancas,3114600,311460,42919,MG,Sudeste
Carvalhópolis,3114709,311470,42935,MG,Sudeste
Cássia,3115102,311510,43010,MG,Sudeste
Claraval,3116407,311640,43273,MG,Sudeste
Conceição da Aparecida,3117108,311710,43419,MG,Sudeste
Coqueiral,3118700,311870,43737,MG,Sudeste
Cordislândia,3119005,311900,43796,MG,Sudeste
Cristais,3120201,312020,44032,MG,Sudeste
Delfinópolis,3121209,312120,44237,MG,Sudeste
Divisa Nova,3122405,312240,44474,MG,Sudeste
Doresópolis,3123403,312340,44679,MG,Sudeste
Elói Mendes,3123601,312360,44717,MG,Sudeste
Fama,3125200,312520,45039,MG,Sudeste
Fortaleza de Minas,3126307,312630,45250,MG,Sudeste
Guapé,3128105,312810,45616,MG,Sudeste
Guaranésia,3128303,312830,45659,MG,Sudeste
Guaxupé,3128709,312870,45730,MG,Sudeste
Ibiraci,3129707,312970,45934,MG,Sudeste
Ibituruna,3130002,313000,45993,MG,Sudeste
Ijaci,3130408,313040,46078,MG,Sudeste
Ilicínea,3130507,313050,46094,MG,Sudeste
Ingaí,3130804,313080,46159,MG,Sudeste
Itamogi,3132909,313290,46574,MG,Sudeste
Itaú de Minas,3133758,313375,54453,MG,Sudeste
Itumirim,3134301,313430,46850,MG,Sudeste
Itutinga,3134509,313450,46892,MG,Sudeste
Jacuí,3134806,313480,46957,MG,Sudeste
Juruaia,3136900,313690,47376,MG,Sudeste
Lavras,3138203,313820,47635,MG,Sudeste
Luminárias,3138708,313870,47732,MG,Sudeste
Machado,3139003,313900,47791,MG,Sudeste
Monsenhor Paulo,3142601,314260,48518,MG,Sudeste
Monte Belo,3143005,314300,48593,MG,Sudeste
Monte Santo de Minas,3143203,314320,48631,MG,Sudeste
Muzambinho,3144102,314410,48810,MG,Sudeste
Nepomuceno,3144607,314460,48917,MG,Sudeste
Nova Resende,3145109,314510,49018,MG,Sudeste
Paraguaçu,3147204,314720,49433,MG,Sudeste
Passos,3147907,314790,49573,MG,Sudeste
Perdões,3149903,314990,49972,MG,Sudeste
Piumhi,3151503,315150,50296,MG,Sudeste
Poço Fundo,3151701,315170,50334,MG,Sudeste
Pratápolis,3152907,315290,50571,MG,Sudeste
Ribeirão Vermelho,3154705,315470,50938,MG,Sudeste
Santana da Vargem,3158300,315830,51659,MG,Sudeste
Santana do Jacaré,3158805,315880,51756,MG,Sudeste
Santo Antônio do Amparo,3159902,315990,51977,MG,Sudeste
São Bento Abade,3160801,316080,52159,MG,Sudeste
São Gonçalo do Sapucaí,3162005,316200,52396,MG,Sudeste
São João Batista do Glória,3162203,316220,52434,MG,Sudeste
São José da Barra,3162948,316294,41645,MG,Sudeste
São Pedro da União,3163904,316390,52779,MG,Sudeste
São Roque de Minas,3164308,316430,52850,MG,Sudeste
São Sebastião do Paraíso,3164704,316470,52930,MG,Sudeste
São Tomás de Aquino,3165107,316510,53015,MG,Sudeste
São Thomé das Letras,3165206,316520,53031,MG,Sudeste
Serrania,3166907,316690,53376,MG,Sudeste
Três Corações,3169307,316930,53856,MG,Sudeste
Três Pontas,3169406,316940,53872,MG,Sudeste
Vargem Bonita,3170602,317060,54119,MG,Sudeste
Varginha,3170701,317070,54135,MG,Sudeste
Aiuruoca,3101201,310120,40231,MG,Sudeste
Alagoa,3101300,310130,40258,MG,Sudeste
Albertina,3101409,310140,40274,MG,Sudeste
Andradas,3102605,310260,40517,MG,Sudeste
Baependi,3104908,310490,40975,MG,Sudeste
Bandeira do Sul,3105301,310530,41050,MG,Sudeste
Bom Repouso,3107901,310790,41572,MG,Sudeste
Borda da Mata,3108305,310830,41653,MG,Sudeste
Botelhos,3108404,310840,41670,MG,Sudeste
Brazópolis,3108909,310890,41777,MG,Sudeste
Bueno Brandão,3109105,310910,41815,MG,Sudeste
Cachoeira de Minas,3109709,310970,41939,MG,Sudeste
Caldas,3110301,311030,42056,MG,Sudeste
Camanducaia,3110509,311050,42099,MG,Sudeste
Cambuí,3110608,311060,42110,MG,Sudeste
Campestre,3111002,311100,42196,MG,Sudeste
Careaçu,3113602,311360,42714,MG,Sudeste
Carmo de Minas,3114105,311410,42811,MG,Sudeste
Carvalhos,3114808,311480,42951,MG,Sudeste
Caxambu,3115508,311550,43095,MG,Sudeste
Conceição das Pedras,3117207,311720,43435,MG,Sudeste
Conceição do Rio Verde,3117702,311770,43532,MG,Sudeste
Conceição dos Ouros,3117801,311780,43559,MG,Sudeste
Congonhal,3117900,311790,43575,MG,Sudeste
Consolação,3118502,311850,43699,MG,Sudeste
Córrego do Bom Jesus,3119906,311990,43974,MG,Sudeste
Cristina,3120508,312050,44091,MG,Sudeste
Cruzília,3120805,312080,44156,MG,Sudeste
Delfim Moreira,3121100,312110,44210,MG,Sudeste
Dom Viçoso,3122801,312280,44555,MG,Sudeste
Espírito Santo do Dourado,3124401,312440,44873,MG,Sudeste
Estiva,3124500,312450,44890,MG,Sudeste
Extrema,3125101,312510,45012,MG,Sudeste
Gonçalves,3127404,312740,45470,MG,Sudeste
Heliodora,3129202,312920,45837,MG,Sudeste
Ibitiúra de Minas,3129905,312990,45977,MG,Sudeste
Inconfidentes,3130606,313060,46116,MG,Sudeste
Ipuiúna,3131505,313150,46299,MG,Sudeste
Itajubá,3132404,313240,46477,MG,Sudeste
Itamonte,3133006,313300,46590,MG,Sudeste
Itanhandu,3133105,313310,46612,MG,Sudeste
Itapeva,3133600,313360,46710,MG,Sudeste
Jacutinga,3134905,313490,46973,MG,Sudeste
Jesuânia,3135902,313590,47171,MG,Sudeste
Lambari,3137809,313780,47554,MG,Sudeste
Maria da Fé,3139904,313990,47970,MG,Sudeste
Marmelópolis,3140407,314040,48070,MG,Sudeste
Minduri,3141900,314190,48372,MG,Sudeste
Monte Sião,3143401,314340,48674,MG,Sudeste
Munhoz,3143807,314380,48755,MG,Sudeste
Natércia,3144409,314440,48879,MG,Sudeste
Olímpio Noronha,3145505,314550,49093,MG,Sudeste
Ouro Fino,3146008,314600,49190,MG,Sudeste
Paraisópolis,3147303,314730,49450,MG,Sudeste
Passa Quatro,3147600,314760,49514,MG,Sudeste
Pedralva,3149101,314910,49816,MG,Sudeste
Piranguçu,3150901,315090,50172,MG,Sudeste
Piranguinho,3151008,315100,50199,MG,Sudeste
Poços de Caldas,3151800,315180,50350,MG,Sudeste
Pouso Alegre,3152501,315250,50490,MG,Sudeste
Pouso Alto,3152600,315260,50512,MG,Sudeste
Santa Rita de Caldas,3159209,315920,51837,MG,Sudeste
Santa Rita do Sapucaí,3159605,315960,51918,MG,Sudeste
São João da Mata,3162302,316230,52450,MG,Sudeste
São José do Alegre,3163201,316320,52639,MG,Sudeste
São Lourenço,3163706,316370,52736,MG,Sudeste
São Sebastião da Bela Vista,3164407,316440,52876,MG,Sudeste
São Sebastião do Rio Verde,3164902,316490,52973,MG,Sudeste
Sapucaí-Mirim,3165404,316540,53074,MG,Sudeste
Senador Amaral,3165578,316557,40843,MG,Sudeste
Senador José Bento,3165800,316580,53155,MG,Sudeste
Seritinga,3166402,316640,53279,MG,Sudeste
Serranos,3167004,316700,53392,MG,Sudeste
Silvianópolis,3167400,316740,53473,MG,Sudeste
Soledade de Minas,3167806,316780,53554,MG,Sudeste
Tocos do Moji,3169059,316905,42587,MG,Sudeste
Toledo,3169109,316910,53813,MG,Sudeste
Turvolândia,3169802,316980,53953,MG,Sudeste
Virgínia,3171709,317170,54356,MG,Sudeste
Wenceslau Braz,3172202,317220,54216,MG,Sudeste
Água Comprida,3100708,310070,40134,MG,Sudeste
Araxá,3104007,310400,40797,MG,Sudeste
Campo Florido,3111408,311140,42277,MG,Sudeste
Campos Altos,3111507,311150,42293,MG,Sudeste
Carneirinho,3114550,311455,40088,MG,Sudeste
Comendador Gomes,3116902,311690,43370,MG,Sudeste
Conceição das Alagoas,3117306,311730,43451,MG,Sudeste
Conquista,3118205,311820,43630,MG,Sudeste
Delta,3121258,312125,42021,MG,Sudeste
Fronteira,3127008,312700,45390,MG,Sudeste
Frutal,3127107,312710,45411,MG,Sudeste
Ibiá,3129509,312950,45896,MG,Sudeste
Itapagipe,3133402,313340,46671,MG,Sudeste
Iturama,3134400,313440,46876,MG,Sudeste
Limeira do Oeste,3138625,313862,40363,MG,Sudeste
Nova Ponte,3145000,314500,48992,MG,Sudeste
Pedrinópolis,3149200,314920,49832,MG,Sudeste
Perdizes,3149804,314980,49956,MG,Sudeste
Pirajuba,3150703,315070,50130,MG,Sudeste
